titulo,subtitulo,primer_parrafo,seccion
Liga de España: Barcelona se afianzó en la cima de la tabla,Un gol del Huevo Acuña para la victoria del Sevilla ante el Elche,"Barcelona le ganó este sábado como visitante a Girona por 1 a 0 en la decimonovena fecha y se aseguró la exclusividad de la punta de la Liga de España, sin atender el resultado de su escolta y vigente campeón, Real Madrid, que será local el domingo ante Real Sociedad.El duelo de equipos catalanes en el Estadio Municipal de Montilivi se resolvió a los 16 minutos del segundo tiempo con un gol del mediocampista del seleccionado español Pedri, de 20 años, quien celebró el centenar de partidos oficiales con la camiseta ""blaugrana"".  En el conjunto local fueron titulares los argentinos Paulo Gazzaniga en el arco y Valentín Castellanos en el ataque. Con su triunfo, Barcelona sumó 47 unidades, se despegó a seis de Real Madrid y volverá a jugar este miércoles, de visitante contra Betis, en un partido postergado.",Deportes
Liga de Italia: Inter ganó de la mano de Lautaro,El conjunto neroazzurro se impuso 2-1 a Cremonese con dos tantos del argentino,"El delantero del seleccionado argentino Lautaro Martínez, campeón mundial 2022, convirtió los dos goles con los que Inter derrotó 2-1 al colista Cremonese en un choque adelantado de la vigésima fecha de la Liga italiana. El bahiense, de 25 años, fue titular, anotó los goles a los 21m y 20m de cada etapa, alcanzó las once conquistas en el certamen, dos menos que el líder de la tabla de goleadores, el nigeriano Victor Osimhem, y logró su sexto tanto en siete partidos jugados este año.",Deportes
El equipo de la Davis viajó a Finlandia,"Con el capitán Coria fueron Fran Cerúndolo, Cachín, Bagnis, González y Molteni","El equipo argentino de Copa Davis, que capitanea Guillermo Coria, partió este sábado rumbo a Espoo, Finlandia, donde afrontará la serie de Qualifiers 2023 con el objetivo de volver a las Finales de la competencia por equipos más importante del mundo del tenis.El ""Mago"" Coria comentó, antes de subirse al avión, que el equipo fue con mucha ilusión. ""Vamos con las mejores expectativas, el equipo está muy bien, los chicos están contentos e ilusionados. Sabemos que nos vamos a enfrentar una serie muy dura, ellos tienen un single 1 muy duro (por Emil Ruusuvuori) y al número 11 del mundo en dobles (Harri Heliovaara), pero felices de sentir nuevamente la adrenalina de la Copa Davis"".Francisco Cerúndolo, Pedro Cachín, Facundo Bagnis y los doblistas Máximo González y Andrés Molteni integran el seleccionado que jugará el 4 y 5 de febrero en el Espoo Metro Arena ante Finlandia.Coria hizo un breve repaso de su equipo para la Asociación Argentina de Tenis. Sobre Cerúndolo, su primer singlista, el santafesino señaló: ""Fran viene de un gran Austalian Open, con mucha confianza. Arrastraba molestias que lo dejaron afuera del primer torneo y terminó la gira de forma espectacular. En las series de Bologna había estado a la altura, jugó dos partidazos"".""La de Pedrito Cachín es una convocatoria muy merecida, tuvo un gran 2022, donde pudo afirmar el gran nivel que venía teniendo desde hacía tiempo. Lo de Bagnis también es un premio al esfuerzo; es una gran persona, que suma mucho al grupo. Y el dobles tenemos a Molto y a Machi que tienen mucha experiencia. Molteni tuvo gran 2022 y González viene demostrando en Copa Davis que es una garantía"", completó Coria.Para el capitán, el objetivo ""es ganar y que los chicos puedan estar en un gran nivel. Sabemos que es difícil pero estamos preparados para afrontar la serie. A la gente le pido que nos apoye y tire buenas energías, que las vamos a necesitar"".",Deportes
Liga Profesional: Tigre sorprendió a Estudiantes gracias a Retegui,El equipo de Victoria se impuso 2-1 con dos tantos del goleador,"Tigre aprovechó la eficacia de su goleador Mateo Retegui para llevarse un festejado triunfo de La Plata. Con dos tantos del delantero, el conjunto de Diego Martínez se impuso 2-1 a Estudiantes, que no pudo celebrar en el debut oficial de Abel Balbo como entrenador. Mauro Boselli marcó el transitorio empate para el conjunto platense.",Deportes
"Liga Profesional: Independiente jugó, luchó y ganó en Córdoba",El conjunto de Avellaneda se impuso con un tanto de Martino en contra,"A la hora de jugar, Independiente siempre fue mejor. Y a la hora de luchar, tampoco resultó menos. En los dos planos que le ofreció el partido en Córdoba, el Rojo mostró respuestas positivas. Por eso, en el primer partido oficial de Leandro Stillitano como director técnico, estuvo bien su triunfo por 1 a 0 ante Talleres con un gol en contra de Angelo Martino en el segundo tiempo. Hubo dos expulsados en medio del trámite caliente: primero Marcone en Independiente y luego, Martino en la ""T"" cordobesa.",Deportes
Liga Profesional: River mostró sus credenciales y se impuso a Central Córdoba,El equipo de Demichelis ganó 2-0 con goles de Nacho Fernández y Solari,"River ganó en el debut oficial de Martín Demichelis y dejó muy buenas sensaciones de cara al futuro. El reestreno de Nacho Fernández, la vigencia de Casco y la claridad de Enzo Pérez fueron demasiados argumentos para justificar el triunfo 2-0 sobre un tímido Central Córdoba de Santiago del Estero.",Deportes
Sabalenka venció a Rybakina y se consagró campeona en Australia,Primer título de Grand Slam para la bielorrusa,"La bielorrusa Aryna Sabalenka consiguió este sábado su primer título de Grand Slam, al coronarse campeona del Abierto de Australia gracias a su victoria en la final sobre la kazaja Elena Rybakina por 4-6, 6-3 y 6-4. Este triunfo ante la vigente titular de Wimbledon, que demandó dos horas y 28 minutos en el Rod Laver Arena, le permitirá a la bielorrusa de 24 años ascender del quinto al segundo puesto del ranking WTA. ",Deportes
Liga Profesional: San Lorenzo empezó ganándole con lo justo a Arsenal,El equipo de Insua se impuso 1-0 con un gol de Vombergar,"Cuando el público de San Lorenzo empezaba a impacientarse, cuando de las tribunas acaloradas del Nuevo Gasómetro otra vez surgían los estribillos contra los dirigentes, un gol de Vombergar en el segundo tiempo obró el milagro y cambió el clima. Sin jugar bien y reiterando de a ratos las viejas carencias del año pasado, el equipo de Rubén Insúa derrotó 1 a 0 a Arsenal y arrancó el campeoanto con un triunfo esperado y necesario. ",Deportes
Cuidar el auto mejora la experiencia de manejo,Recomendaciones antes de emprender un viaje,"Conducir es una tarea compleja que generalmente se realiza instintivamente, sin reparar en muchos detalles, pero si se detiene a pensar en cómo tener una buena experiencia de manejo, se debe plantear que si antes de arrancar el auto, el vehículo está en condiciones para disfrutar de un viaje seguro y confortable. Este es un espacio que se habita con frecuencia, por ello requiere un mantenimiento constante.",Deportes
Dani Alves: 3 claves para entender el caso de violencia sexual del ex PSG,El futbolista se encuentra detenido en Barcelona,"Una joven de 23 años denunció al exjugador del Paris Saint-Germain Daniel Alves Silva, conocido como Dani Alves, por agresión sexual en una discoteca que el futbolista visitó la noche del 30 de diciembre. Alves fue detenido y permanece preso. Las tres claves para entender el caso. ",Deportes
Partidazo entre Huracán y Defensa y Justicia en el inicio de la Liga 2023,El Globo se impuso 4-2 en Florencio Varela,El Huracán de Diego Dabove tomó la cosa donde la dejó. El Globo venció este viernes por la noche por 4-2 a Defensa y Justicia en Florencio Varela y arrancó de gran manera el semestre que lo tendrá nuevamente en la Copa Libertadores.,Deportes
Abierto de Australia: Djokovic venció a Paul y jugará el domingo la final con Tsitsipas,El tenista serbio buscará agigantar su leyenda y el griego por el número 1,"El tenista serbio Novak Djokovic superó la polémica en la que se vio envuelto su padre y alcanzó su décima final del Abierto de Australia con una victoria por 7-5, 6-1 y 6-2 sobre el estadounidense Tommy Paul.",Deportes
Messi fue elegido el mejor futbolista de 2022 por el diario inglés The Guardian,"""Volvió del verano europeo escupiendo fuego"", afirmaron","El astro Lionel Messi, campeón con Argentina en el Mundial de Qatar, fue elegido como el mejor jugador de 2022 en el tradicional escalafón que elabora anualmente y oficializó este viernes el diario inglés The Guardian, por delante del francés Kylian Mbbapé. ",Deportes
La FIFA evalúa cambiar las reglas de los penales debido al estilo de Dibu Martínez,Los gestos y provocaciones del arquero de la Selección prendieron una luz de alarma,"La FIFA y la International Board, el ente que define las reglas del fútbol, analizan realizar modificaciones en el reglamento al momento de ejecutar un penal para limitar el accionar de los arqueros a partir del comportamiento que mostró Emiliano ""Dibu"" Martínez, arquero de la Selección argentina, en la Copa América 2021 y, sobre todo, en el Mundial de Qatar 2022.",Deportes
Acuerdo entre la Conmebol y la Concacaf para una Copa América integrada,El torneo se jugará en 2024 en Norteamérica,La Conmebol y la Concacaf anunciaron este viernes la firma de un acuerdo de  colaboración estratégico para fortalecer y desarrollar el fútbol en ambas regiones. El acuerdo incluye competiciones de selecciones nacionales femeninas y masculinas y un nuevo torneo de clubes.,Deportes
Liga Profesional: River visita a Central Córdoba en Santiago,"Este sábado, además, San Lorenzo recibe a Arsenal, Talleres a Independiente y Estudiantes a Tigre","La primera jornada de la Liga Profesional de Fútbol 2023 continuará este sábado con cuatro partidos. River buscará comenzar con el pie derecho la era de Martín Demichelis como entrenador del equipo cuando visite a Central Córdoba de Santiago del Estero, desde las 21.30 (TNT Sports), con arbitraje de Facundo Tello. Mientras que San Lorenzo abrirá la jornada frente a Arsenal, 17.00 en el Bajo Flores (ESPN Premium), con arbitraje de Diego Abal; Independiente visitará a las 19.15 a Talleres en el Mario Kempes, con arbitraje de Hernán Mastrángelo; y a la misma hora Estudiantes recibirá a Tigre en el estadio Uno de La Plata (TNT Sports) con arbitraje de Fernando Espinoza.",Deportes
Se largó la Liga Profesional 2023 con triunfo de Rosario Central,El equipo de Miguel Ángel Russo le ganó con lo justo a Argentinos,"Miguel Ángel Russo inició este viernes una nueva etapa en Rosario Central corroborando el célebre dicho ""técnico que debuta, gana"", que se ve también aplica para entrenadores de 66 años y con pasado en el club ya que este es nada menos que el quinto ciclo del DT en la Academia rosarina.",Deportes
La Argentina Sub 20 de Mascherano perdió con Colombia por un blooper y se quedó sin Mundial,La Selección cerró un Sudamericano de terror,"La Sub 20 de Javier Mascherano cerró su participación en el Sudamericano como la empezó: con derrota. Fue caída 1 a 0 ante la local Colombia este viernes por la noche en un mano a mano para pasar al Hexagonal Final y así, la Argentina, hexacampeona mundial de la categoría, no estará en el Mundial de Indonesia de mitad de año ni en los Panamericanos de noviembre.",Deportes
Argentina vs Colombia en el Sudamericano Sub-20: a qué hora juegan y cómo verlo en vivo,El equipo de Mascherano obligado a ganar para clasificar,"A la selección argentina sub-20 se le abrió una chance y no puede dejarla pasar. Gracias a su triunfo 1-0 ante Perú y el empate entre el anfritión Colombia y Brasil por 1-1 en la jornada del miércoles, el conjunto dirigido por Javier Mascherano depende de sí mismo para avanzar a la segunda ronda del Sudamericano y, con ello, mantener la ilusión de clasificarse para el Mundial de Indonesia. ",Deportes
"Miguel Angel Russo: ""Hay futbolistas que no quieren vivir en Rosario""",El DT de Central habló de las dificultades del club para incorporar refuerzos por el nivel de inseguridad de la ciudad,"El entrenador de Rosario Central, Miguel Ángel Russo, reveló que afrontó ""complicaciones"" en el mercado de pases durante las negociaciones para traer refuerzos, ya que ""hay futbolistas que no quieren vivir"" en esa ciudad santafesina por el alto nivel de inseguridad que se registra.",Deportes
Días de fiesta con uno de los mejores surfistas de tablas largas del mundo,El californiano Andy Nieblas dio cátedra en las olas de Mar del Plata,"Andy Nieblas es uno de esos tipos que parecen sacados de otra época: su pelo largo y bigote tupido le dan una imagen retro que se completa cuando uno lo ve en las olas, con un estilo muy particular, un logger de alma que navega con un arte que pueden disfrutar hasta los que nunca vieron surf. Una manera única, típica de aquellos que nacieron para este deporte. Flaquito, casi desgarbado, tampoco es el prototipo de surfista que tiene el imaginario popular, pero cuando va al agua, uno se da cuenta por qué es una figura mundial, rider de Quiksilver global. Por estos días su eximia calidad la demostró en nuestras rompientes, inspirando a quienes estuvieron cerca suyo y siendo la excusa para una verdadera fiesta surfera en Chapadmalal.",Deportes
Empieza la Liga Profesional y los técnicos vuelven a poner los dedos en el enchufe,Luego de tres meses largos de parate por el Mundial y el receso,Llegó el día y comienza este viernes el Campeonato de la Liga Profesional: el segundo de los seis torneos oficiales que AFA contempla para este año. Rosario Central-Argentinos Juniors desde las 19.15 en el Gigante de Arroyito y Defensa y Justicia-Huracán a partir de las 21.30 en Florencio Varela abrirán el juego de una primera fecha que se extenderá hasta el lunes.,Deportes
"Stillitano: ""El que quiera a Barreto y Costa, los va a tener que pagar""",,"El entrenador de Independiente, Leandro Stillitano, expresó su postura sobre las posibles salidas de los defensores Sergio Barreto y Ayrton Costa al asegurar que el club que quiera contratarlos ""tendrá que pagar"" lo que valen. ""Es muy simple, si alguien quiere a los jugadores de Independiente tiene que pagar lo que valen y hasta el momento eso no pasó"", afirmó el entrenador en conferencia de prensa.Barreto suena como refuerzo de Boca Juniors, mientras que Costa, quien volvió de su préstamo en Platense, recibió una oferta de Newell's. ""Las dos situaciones son entendibles pero los jugadores entran en algo feo porque los llaman y los confunden. Hoy están metidos en Independiente"", agregó el nuevo DT de Independiente que debutará oficialmente el sábado a las 19.15 contra Talleres, en Córdoba.Según lo que probó en las últimas prácticas, el equipo sería con Rey; Luciano Gómez, Barreto, Elizalde y Costa; Mulet e Iván Marcone; Tomás Pozzo, Juan Cazares, Rodrigo ""Chila"" Márquez; y Giménez.El defensor uruguayo Edgar Elizalde tenía que cumplir una fecha de suspensión por haber llegado a las cinco tarjetas amarillas, pero finalmente podrá ser de la partida tras la amnistia que decidió el miércoles el Comité Ejecutivo de la LPF. Martín Sarrafiore y el uruguayo Baltasar Barcia, los últimos en llegar, no formarán parte de la convocatoria para viajar a Córdoba.",Deportes
"Sabalenka-Rybakina, final inédita en el Abierto de Australia",La rusa y la kazaja definirán el título en el Melbourne Park,"El Abierto de Australia tendrá una campeona inédita. La rusa Aryna Sabalenka, número 5 del ranking de la WTA, y la kazaja Elena Rybakina, ubicada en el puesto 25 del escalafón, definirán el certamen y la ganadora se coronará por primera vez en el Melbourne Park.",Deportes
Los Leones se sacaron la bronca con una goleada,"En la lucha por el noveno puesto, vapulearon 8-0 a Chile","Los Leones se sacaron la bronca por la eliminación mundialista con una espectacular goleada sobre Chile por 8-0. Sin chances de luchar por el título tras la dolorosa caída por penales australianos ante Corea del Sur en los octavos de final, el seleccionado argentino de hockey sobre césped se quitó la mufa en un partido del grupo que determinará las posiciones del noveno al decimosexto puesto en la Copa del Mundo que se desarrolla en la India.",Deportes
"La violencia mata, la pobreza también",,"La duda es honda, viscosa. Hay tantas cosas que no se explican. Por qué es malo un subsidio para calmar el hambre y bueno para proteger el algodón estadounidense. Por qué son malos los países que cultivan coca, y bueno el modo de vida de los países que la consumen a toneladas. Por qué Macri nos regaló una deuda “buena”, cuando el mundo y el FMI sabían que era muy mala. Uno se pierde entre tanto “bien” y tanto “mal”. Por qué gran parte de la opinión publica exige prisión perpetua para los rugbiers acusados de asesinato, y parte de esa misma opinión pública no solo no condena el intento de asesinato a Cristina Kirchner, sino que lo pone en duda. Eternas neblinas del bien y del mal. En la modernidad, con la muerte retórica de Nietzsche sobre Dios, aceptamos que el mal se puede ejercer de plena voluntad. Hemos normalizado las exacerbaciones del mal porque las asumimos como parte de la especie humana. Ciertos aspectos de nuestras relaciones con el mal se han institucionalizado y normalizado. ",Deportes
Liga Profesional: Central y Argentinos abren la temporada 2023 en Rosario,"Este viernes, además, Defensa y Justicia recibirá a Huracán en Florencio Varela","Con el encuentro que jugarán este viernes Central y Argentinos en Rosario desde las 19.15; y el que animarán Defensa y Justicia ante Huracán, en Varela, a las 21.30, se iniciará la temporada 2023 de la Liga Profesional de Fútbol (LPF), con Boca Juniors como defensor del título, y la novedad de un tercer descenso a fin de año.",Deportes
"Juan Román Riquelme habló de Boca, los refuerzos y de la Copa Libertadores ","""Nos piden traer 14 jugadores, pero con lo que tenemos ganamos algo cada tres meses"", apuntó","El vicepresidente segundo de Boca Juniors, Juan Román Riquelme, dijo este jueves que con el plantel que tiene el club puede afrontar la nueva temporada. ""Escuchamos en la TV que tenemos que traer 14 refuerzos, pero nosotros estamos contentos con lo que tenemos, total ganamos algo importante cada tres meses"", manifestó el también responsable del Consejo de Fútbol boquense.",Deportes
Caso Dani Alves: habló la abogada de la víctima y complicó aún más al futbolista,Acusó al jugador de no usar presevativo,"La abogada de la joven de 23 años que denunció a Dani Alves por una agresión sexual en una discoteca de Barcelona, contó que el futbolista no usó preservativo en la presunta violación, por lo que la víctima tuvo que usar medicamentos antivirales para prevenir infecciones de transmisión sexual (ETS). Asimismo, aseguró que rechazaría una eventual propuesta de acuerdo para evitar una condena del futbolista.",Deportes
"Djokovic vs Paul y Tsitsipas vs Khachanov en el Australian Open: a qué hora, h2h y TV",Semifinales del primer Grand Slam de 2023,"En la madrugada argentina del jueves 27 de enero se jugarán en la Rod Laver Arena las semifinales del cuadro masculino individual del Abierto de Australia, el primer Grand Slam de la temporada 2023. Desde las 00:30 Stefanos Tsitsipas (4)  se enfrentará a Karen Khachanov (20), mientras que a partir de las 05:30 Novak Djokovic (5) chocará con Tommy Paul (35). Cómo verlo en vivo e historial (h2h). ",Deportes
"El Kun le respondió a Zlatan: ""Es muy de mala leche""",Agüero cuestionó las declaraciones del sueco sobre el triunfo de Argentina en Qatar,"Las polémicas declaraciones que formuló el sueco Zlatan Ibrahimovic sobre los jugadores argentinos en Qatar no pasaron inadvertidas y mucho menos para Sergio Agüero, que las tomó casi de manera personal. Por eso, el Kun, casi en representación del plantel campeón del mundo, le contestó y tildó al sueco de ""mala leche"" por haber dicho que los argentinos se ""portaron mal"" en el Mundial de Qatar 2022 y que por eso no iban a ""ganar más"".",Deportes
"Di María y Paredes elogiaron a ""Dibu"" Martínez: ""Esa atajada nos dio el Mundial""  ",Se refirieron a la jugada del final en la que el arquero de la Selección le ahogó el grito de gol a Kolo Muani,"Ángel Di María y Leandro Paredes elogiaron este miércoles al arquero Emiliano ""Dibu"" Martínez y remarcaron que la atajada ante el francés Randal Kolo Muani fue clave para la conquista del seleccionado argentino en el Mundial de Qatar 2022. ""Esa atajada nos dio el Mundial"", coincidieron Di María y Paredes durante una entrevista especial con la cadena italiana DAZN donde repasaron el último título del Mundo. ""Esa atajada nos dio el Mundial, sin dudas. Si nos hacían ese gol se terminaba y no había otra chance"", agregó Paredes sobre la tapada en el minuto 123 de la prórroga. ",Deportes
Los debates y acciones que se debe el deporte  ,,"A veces, en mis notas de deporte, me sorprendo diciendo cosas similares que hace 40 años. Es claro que no se trata de una reiteración de letanías, sino de elementales decisiones que todavía faltan tomar y continuar en el tiempo.",Deportes
"Cuti Romero: ""Me encantaría que Scaloni siga de por vida""",El defensor pidió por la continuidad del técnico de la Selección Argentina,"La simbiosis entre Lionel Scaloni y los jugadores de la Selección Argentina es total. Más allá de los gestos que lo demostraron durante el Mundial y en los festejos posteriores, la declaraciones que vienen formulando desde el aquel glorioso 18 de diciembre así lo atestiguan. Esta vez se sumó el defensor Cristian ""Cuti"" Romero, quien aseguró que quisiera que Scaloni condujera de ""por vida"" a la Selección Argentina.",Deportes
Bochini festejó su cumple con el plantel de Independiente,Mientras el club fue inhibido una vez más por deudas impagas,"Independiente vivió una jornada agridulce este miércoles, en un nuevo aniversario -el 45º- del recordado triunfo sobre Talleres de Córdoba en la definición del Nacional '77, y a tres días del debut en la Liga Profesional, el sábado ante los cordobeses, justamente.",Deportes
"Entre tantos cambios de Mascherano, la Argentina Sub 20 encontró su primer triunfo y sueña",Venció a Perú y recibió una ayudita de Brasil ante Colombia,"Había que ganar y se ganó. La frase, repetida hasta el hartazgo a la hora de obviar funcionamientos de equipo y rendimientos individuales, se aplica a lo sucedido este miércoles con la Selección Sub 20 que comanda Javier Mascherano, que sumó sus primeros puntos en el Sudamericano de la categoría luego de superar a Perú por 1 a 0 y luego festejó como un segundo gol el empate 1-1 entre Brasil y Colombia, que le dio una vida más en el certamen.",Deportes
Las polémicas declaraciones de Zlatan contra los argentinos campeones del mundo,"""Ganaron una vez pero no van a ganar nada más"", dijo el astro sueco","El delantero sueco Zlatan Ibrahimovic, famoso por sus declaraciones polémicas y a veces signadas por la soberbia, criticó el comportamiento de los jugadores del seleccionado argentino en el Mundial de Qatar 2022 y aseguró que este grupo no ganará ""nada más"" por sus actitudes.",Deportes
Djokovic festejó hasta el cumpleaños de la madre,El serbio sigue imparable en el Abierto de Australia y ya está en las semifinales,"El serbio Novak Djokovic sigue lanzado en camino a su décimo título en el Abierto de Australia. Con una actuación superlativa, el exnúmero uno del mundo superó al ruso Andrey Rublev por 6-1, 6-2 y 6-4 en dos horas y tres minutos de juego para instalarse en las semifinales del primer Grand Slam del año. Tan sobrado estuvo Djokovic que luego del partido se dio el gusto de cantarle el feliz cumpleaños a su madre, junto a los aficionados que habían colmado el Rod Laver Arena para ver su exhibición. ",Deportes
"Demichelis: ""River hizo el mejor mercado de pases""","La alegría del DT por los arribos de Nacho Fernández, Enzo Díaz, Kranevitter y Rondón","Martín Demichelis, flamante entrenador de River Plate, aseguró este miércoles que ""River hizo el mejor mercado de pases en esta ventana"" con las llegadas de Matías Kranevitter, Ignacio Fernández, Enzo Díaz y Salomón Rondón.",Deportes
Benfica confía en retener a Enzo Fernández pese al intento del Chelsea,"""Veo a Enzo en Benfica muy feliz y en gran forma"", dijo el DT del club portugués","El director técnico de Benfica de Portugal, el alemán Roger Schmidt, expresó este miércoles que el mediocampista argentino Enzo Fernández está ""muy feliz"" en el club y confía en su continuidad pese a la insistencia de Chelsea, de Inglaterra.",Deportes
Argentina le ganó a Perú con lo justo en el Sudamericano Sub 20,"Gol de Infantino para el equipo de Mascherano, que metió nueve cambios","Después de las derrotas ante Paraguay  y Brasil, la Selección Argentina Sub 20 cumplió con su parte y venció este miércoles a Perú con lo justo, por 1 a 0, para mantener al menos por unas horas sus chances de clasificación para el Hexagonal Final del Sudamericano de la categoría que se está disputando en Colombia y que clasifica al Mundial de lndonesia y los Juegos Panamericanos de Santiago de Chile. El equipo de Javier Mascherano, que llegó a los 3 puntos, necesita ahora que Colombia no le gane Brasil en el partido que se estará jugando desde las 21:30. Si Brasil, ya clasificado para la ronda final con 6 puntos al igual que Paraguay (7), derrota o empata ante Colombia que tiene 4, la tercera plaza para el Hexagonal se jugará mano a mano el viernes entre argentinos y colombianos. Si ganaran los colombianos, la eliminación albiceleste quedará decretada ya que se irán a 7 puntos.",Deportes
Escocia: prohíben a mujeres transgénero participar de la Liga femenina de rugby,"Se suma a Inglaterra, Irlanda y Gales","Las mujeres trans en Escocia no podrán competir en la Liga femenina de rugby a partir del 1 de febrero próximo. La decisión fue tomada este martes por la Unión Escocesa de Rugby, que se suma otros países que implementaron la misma medida, como Inglaterra, Irlanda y Gales.",Deportes
Argentina vs Perú: qué necesita la Selección Sub-20 para clasificar en el Sudamericano,El equipo dirigido por Mascherano no depende de sí mismo,"Después de sus dos derrotas ante Paraguay por 2 a 1 y Brasil por 3 a 1, la Selección Argentina Sub 20 se jugará este miércoles ante Perú buena parte de sus chances de clasificación para el Hexagonal Final del Sudamericano de la categoría que se está disputando en Colombia.",Deportes
Mike Tyson: el excampeón mundial de boxeo fue demandado nuevamente por abuso sexual,"La víctima le exige 5 millones de dólares por ""daños físicos, psicológicos y emocionales""","El ex campeón mundial de boxeo Mike Tyson fue demandado en el estado de Nueva York por una mujer que lo acusa de haberla violado a comienzos de los años ´90, cuando ostentaba el cinturón de peso pesado.",Deportes
Copa Argentina: Patronato arrancó la defensa del título con un triunfo,Se impuso en la noche del martes por 2 a 0 ante Gimnasia y Tiro de Salta,"Patronato inició de la mejor manera su defensa del título tras vencer en la noche del martes por 2 a 0 a Gimnasia y Tiro de Salta, en el estadio Brigadier Estanislao López, y avanzó a los 16avos de final de la Copa Argentina 2023, en el inicio del certamen integrador.",Deportes
A 45 años de la hazaña de Independiente en Córdoba,Salió campeón frente a Talleres con 3 jugadores menos,"El Campeonato Nacional de 1977 se definió en el verano de 1978, ya comenzado el año de la Copa del Mundo. Independiente y Talleres de Córdoba fueron los finalistas, con partidos de ida y vuelta, y con la revancha en suelo mediterráneo. Por primera vez, un equipo cordobés tenía la posibilidad de ser campeón del fútbol argentino. El sueño de Talleres terminó en pesadilla. Independiente sufrió tres expulsiones y necesitaba un gol. Lo hizo y dio la vuelta.",Deportes
La Selección Argentina jugará en cancha de River los amistosos de marzo,"El campeón del mundo, en el estadio Más Monumental","Los dos amistosos que disputará a fines de marzo la Selección Argentina para celebrar la conquista de la Copa del Mundo junto a su gente se jugarán finalmente en el estadio de River, el Más Monumental, según se confirmó este martes.",Deportes
El Mundial femenino ya tiene pelota: la Oceanuz,La exUAI Urquiza Mariana Larroquette participó de la campaña de lanzamiento,El Mundial de fútbol femenino está cada vez más cerca y este martes fue presentada la pelota oficial del certamen que se jugará en Australia y Nueva Zelanda entre el 20 de julio y el 20 de agosto de este año.,Deportes
"Paolo Guerrero: ""Racing es un equipo ganador""",El delantero y goleador peruano ya se realizó la revisión médica,"""Racing es un equipo ganador que viene jugando en un muy alto nivel y espero estar cuanto antes y aportar mucho al equipo y dar lo mejor de mí"", comentó el delantero peruano Paolo Guerrero, flamante refuerzo de Racing Club, quien se mostró ilusionado su participación en la Copa Libertadores, tras haberse realizado la revisión médica en una clínica porteña.",Deportes
"Baltasar Barcia: ""Estoy muy feliz de llegar a Independiente""",El volante uruguayo de 21 años firmó contrato por cuatro temporadas,"El mediocampista uruguayo Baltasar Barcia dijo este martes que está ""muy feliz"" de firmar con Independiente y convertirse en el undécimo refuerzo de cara a la Liga Profesional de Fútbol (LPF). El futbolista, de 21 años, arribó este martes a Buenos Aires y firmó su contrato por cuatro temporadas, a cambio de 500 mil dólares por el 50 porciento del pase adquirido a Rentistas de Uruguay. ",Deportes
Boca Juniors: Ibarra paró un equipo sin los jugadores suspendidos  ,"Mientras se espera la amnistía de la AFA para los jugadores que deben cumplir con una fecha, que se definiría este miércoles","El entrenador de Boca Juniors, Hugo Ibarra, paró un equipo en la práctica de fútbol de este martes sin la inclusión de los jugadores que tienen fechas de suspensión, más allá del rumor que la AFA daría una amnistía, con vistas al encuentro del próximo domingo ante Atlético Tucumán en el comienzo de la Liga Profesional.",Deportes
"River espera por su nuevo goleador, el venezolano Salomón Rondón",El delantero firmaría el viernes,El delantero venezolano Salomón Rondón viajará este jueves a Buenos Aires para firmar contrato por tres años y convertirse en el cuarto refuerzo del River que conduce Martín Demichelis.,Deportes
"Francisco Cerúndolo, en profundidad: ""Odio perder; ganar no se compara con nada""","El número uno argentino en la Copa Davis, antes de la serie con Finlandia","El calor es extenuante a través de los pasillos del Racket Club, frente a los Lagos de Palermo. Pero hay una isla: una pequeña sala lindera del restaurante del club en la que el aire acondicionado suaviza el ambiente. En ese lugar acaba de lanzarse el Córdoba Open, el primer torneo de la gira sudamericana de ATP sobre canchas lentas, con una presencia de la que se supo sobre la hora: Francisco Cerúndolo.",Deportes
"Abierto de Australia: a qué hora juegan Djokovic vs Rublev, cómo verlo e historial",Cuartos de final del primer Grand Slam del 2023,"Este miércoles desde las 5:30 de la mañana, Novak Djokovic (5) y Andrey Rublev (6) se enfrentarán en la Rod Laver Arena por los cuartos de final del cuadro masculino individual del Abierto de Australia. Cómo verlo en vivo por TV y online y el historial (h2h) entre ambos tenistas. ",Deportes
Por primera vez se usó la tarjeta blanca en el fútbol: cuándo se usa y para qué sirve,En un partido de la liga femenina de Portugal,"El clásico femenino de Portugal entre el Benfica y Sporting de Lisboa marcó un hito en la historia del futbol: durante ese partido se estrenó el uso de la tarjeta blanca. Este nuevo cartón se sumó a las ya conocidas roja y amarilla, establecidas desde 1970. Pero, qué es, para qué sirve y en qué situaciones se utiliza. ",Deportes
"El que le faltaba: Messi se llevó un Martín Fierro Digital por el ""¿Qué mirás?, bobo""",Un premio más para el campeón del mundo,"Se entregaron los premios Martín Fierro Digital 2023 y, entre los 31 ganadores, hubo uno que sorprendió: Lionel Messil, quien se quedó con el galardón a los ""Mejores dos minutos virales digitales"" por la legendaria frase ""¿Qué mirás?, bobo"".",Deportes
Fútbol argentino 2023: fixture Liga y Copa Profesional,Qué pasará con los descensos y los promedios,"En 2023 la pelota comenzará a rodar en el fútbol argentino a partir del 27 de enero. Y a diferencia del 2022 primero se jugará el Torneo de la Liga y luego la Copa de la Liga. Fixture, descensos, promedios y formatos de las competencias. ",Deportes
