titulo,subtitulo,primer_parrafo,seccion
Sequía: ¿a quién ayudar?,,"La sequía pegó y pega muy fuerte. Según informes especializados, es la más prolongada en la historia de nuestro país. Las lluvias recientes trajeron cierto alivio, pero el daño hecho es irreversible. En el trigo ya pueden ponderarse las pérdidas: fue la peor cosecha de los últimos siete años. En el maíz, soja y demás cultivos es un final cuantitativo aún abierto. La ganadería no le fue a la saga en cuanto al perjuicio, hubo mortandad de animales y liquidación de existencias. Con las lluvias crece el pasto y viene una natural retracción de la oferta vacuna. Esto ya impactó en los precios del mostrador. La hacienda en pie tuvo aumentos del orden del 40%. Hay que puntualizar que esta sequía se da en un contexto donde “el campo” tuvo sus mejores años en décadas; tal como lo demuestran los índices de compra de maquinarias y camionetas.",Economía
Una matriz eléctrica más limpia en 2022,"Aumentó la generación hidroeléctrica y renovable, según Cammesa","A lo largo del año pasado, la generación de energía en base a las represas hidroeléctricas registró un incremento del 25,2 por ciento, mientras que las energías renovables avanzaron un 10,9 por ciento interanual. En cambio, el aporte de la energía nuclear registró una retracción del 26,6 por ciento y la proveniente de fuentes térmicas, principalmente gas natural y combustibles líquidos, cayó un 9,2 por ciento.",Economía
Cierre de semana con caída de reservas pero positivo en el financiamiento en pesos,El dólar contado con liquidación quedó estable en 369 pesos,"El dólar blue cotizó este viernes en 386 pesos, con un incremento de 12 pesos en la semana. A su vez, el contado con liquidación se ubicó estable en 369 pesos. En la jornada, el Banco Central realizó intervenciones por 26 millones de dólares y en la semana acumuló ventas por 211 millones de dólares.",Economía
Giuliano apura el traspaso de 32 lineas de colectivos a la Ciudad,"Si no se concreta para febrero, se judicializará el conflicto","Febrero es la fecha límite que puso el gobierno nacional al pedido de respuesta a la Ciudad de Buenos Aires para definir el traspaso de 32 líneas de colectivos porteños que en 2021 demandaron 29.000 millones de pesos en subsidios. El conflicto lleva un año de negociación, pero es una demanda histórica de las provincias ya que CABA es el único distrito que recibe fondos para subsidiar líneas de colectivos que transportan pasajeros dentro de su propio territorio. Si no se concreta, el traspaso se judicializará . ",Economía
Mala perspectiva para el comercio mundial,Para la Cepal impactarán la guerra y la crisis energética en Europa,"Las perspectivas del comercio mundial para 2023 no son auspiciosas, advierte Cepal, debido a la persistencia del conflicto en Ucrania, el endurecimiento de las políticas monetarias, la crisis energética en Europa y el recrudecimiento de la pandemia en China. En tanto se prolongó en 2022 la recuperación del comercio regional de bienes observada en 2021, aunque con menor dinamismo e impulsada principalmente por el alza de los precios, en especial el petróleo. La recomposición del comercio de servicios fue más lenta que la del comercio de bienes aunque mejoró en 2022 de la mano de la gradual reactivación del turismo. ",Economía
La sombra de la deuda externa privada,Panorama Económico,"Siendo el tema del dólar uno de los más preocupantes en el contexto de las perspectivas económicas de este año 2023, no puede dejar de llamar la atención la información que surge del Informe sobre Deuda Externa Privada que acaba de dar a conocer el Banco Central esta semana. El primer dato relevante es que el total de la deuda del sector privado con el exterior alcanzó, al 30 de septiembre de 2022 (el dato más reciente hasta ahora informado), un monto récord de 91.364 millones de dólares, unos 7000 millones más que al cierre del trimestre anterior (84.237 millones al 30 de junio), y casi 15 mil millones más en relación al último día del año anterior (76.770 millones al 31.12.2021). ",Economía
Un famoso aperitivo que subfactura millones ,Presunta maniobra con exportaciones de la firma Campari,"El Gobierno sigue encontrando operaciones irregulares de comercio exterior en empresas vinculadas al sector alimentos y bebidas. En este caso, la Dirección General de Aduanas (DGA) denunció una presunta maniobra de subfacturación de exportaciones y triangulaciones con otras filiales llevada a cabo por Campari Argentina S.A. El organismo detalló además que a la empresa ""podría caberle una multa superior a los 40 millones de dólares"".",Economía
Un famoso aperitivo que subfactura millones ,Presunta maniobra con exportaciones de la firma Campari,"El Gobierno sigue encontrando operaciones irregulares de comercio exterior en empresas vinculadas al sector alimentos y bebidas. En este caso, la Dirección General de Aduanas (DGA) denunció una presunta maniobra de subfacturación de exportaciones y triangulaciones con otras filiales llevada a cabo por Campari Argentina S.A. El organismo detalló además que a la empresa ""podría caberle una multa superior a los 40 millones de dólares"".",Economía
"Dólar blue y dólar hoy: todas las cotizaciones de este viernes 27 de enero, minuto a minuto   ",El precio de compra y venta de la divisa   ,"El dólar blue cotizó al cierre a $386 para la venta y $382 para la compra. En el Banco Nación, el oficial cerró a $192,25 para la venta y $184,25 para la compra. Las cotizaciones de todos los tipos de dólar para este viernes.",Economía
ANSES: los pagos de hoy viernes 27 de enero para los Jubilados,Jubilados: quienes cobran hoy viernes 27 de enero en ANSES," El cobro correspondiente se pagará en los bancos habilitados, y donde deben atender solo por ventanilla y sin necesidad de turno previo.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el viernes 27 de enero",El dólar blue sube 3 pesos ,"El dólar blue cerró su cotización esta jornada un 107.54% arriba del dólar oficial. Cotizó a $386,00 para la compra y $382,00 para la venta. El valor de la divisa extranjera en el mercado oficial fue de $184,06 y $193,06.",Economía
La industria sigue creciendo,"Cerró el año con un aumento en la actividad del 4,5%","La industria tuvo un sólido desempeño en 2022, creció 4,5 por ciento en el año de acuerdo al índice adelantado de actividad industrial elaborado por el Centro de Estudios para la Producción (CEP XXI), y 12,1 por ciento en comparación con los niveles pre pandemia (año 2019). Particularmente, el sector automotor avanzó 23,5 por ciento versus 2021 y tuvo el mayor nivel de producción desde el próspero 2015. Para fortalecer la estructura productiva de la provincia de Buenos Aires se ampliaron dos líneas de crédito PyME que contaron con el aval del secretario de Industria y Desarrollo Productivo, José Ignacio de Mendiguren.",Economía
Evalúan a Aerolíneas,Alto índice de satisfacción de clientes,"Aerolíneas Argentinas alcanzó el mayor índice de satisfacción del cliente desde que comenzará a medirse, en 2016, con un balance positivo del 52% y una tasa de recomendación del 65%. Dicho indicador superó en 2022 en 6 puntos porcentuales al índice de 2021 (la mejor marca hasta el momento) y en 15 puntos al de 2019.",Economía
Crédito para enfrentar el declino de los envíos de Bolivia en el sector gasífero,Nuevo acuerdo financiero entre el Ministerio de Economía y la CAF ,"El Gobierno sigue dando pasos hacia adelante en su plan por maximizar la producción gasífera, con eje en Vaca Muerta, para sustituir combustibles importados y también mejorar las cantidades exportadas. Este lunes, el ministro de Economía, Sergio Massa, anunció que llegó a un acuerdo con el presidente de CAF-Banco de Desarrollo para América Latina, Sergio Diaz Granados, para que dicha entidad financie un plan de obras de gas por 540 millones de dólares. El nuevo crédito multilateral será aprobado oficialmente en marzo próximo, informó el Ministerio de Hacienda.",Economía
Las cartas de las empresas que aumentan precios,Son notas a comercios pidiendo que no se remarque más que lo pide el Gobierno,"Si la aceptación de las remarcaciones excesivas y la corrección de las mismas es efectiva se verá y dependerá del poder de control del Gobierno, pero por primera vez en mucho tiempo las grandes empresas del consumo masivo decidieron alinearse con la pauta oficial de aumentos que impuso el ministro de Economía, Sergio Massa. Página/12 accedió al contenido de cartas que empresas de la talla de Unilever, Coca Cola, Procter and Gamble, Colgate, Johnson y Mastellone enviaron a comercios grandes y pequeños en las cuales piden ""desestimar las listas anteriores"" que ""son erróneas"" y aclaran que ""la lista vigente a partir del 1 de febrero tendrá un aumento de 3,2 por ciento aprobado por la Secretaría"" de Comercio. El factor central fue una presión fuerte del gobierno sobre los dólares para importar: ""o bajan los precios o no hay divisas"", les espetaron. ",Economía
Inversión en energía nuclear,Obras para le extensión de vida de la central Atucha,"Dos proyectos de infraestructura nuclear, destinados a la extensión de vida de la Central Nuclear Atucha y la construcción del segundo almacenamiento en seco de elementos combustibles gastados del Sitio Atucha, lograron una exitosa colocación del primer tramo del fideicomiso financiero de Nucleoeléctrica Argentina SA. ",Economía
Vuelven a habilitar la exploración sísmica en Mar del Plata,Rechazo al recurso extraordinario de ambientalistas ,"La Cámara Federal de Apelaciones de Mar del Plata desestimó los recursos extraordinarios que habían presentado organizaciones ambientalistas y el intendente de General Pueyrredón, Guillermo Montenegro, para bloquear la exploración sísmica en búsqueda de hidrocarburos a 320 kilómetros mar adentro de las costas de la ciudad. Si bien las organizaciones presentarán un recurso de queja para que el caso llegue a la Corte Suprema, la sentencia habilita a Equinor, YPF y Shell, las firmas que intervienen en el proyecto, a explorar la zona.",Economía
El dólar blue ya subió a 385,Ventas del Banco Central por u$s 45 millones en el mayorista,"El dólar blue se negoció este jueves con un aumento de dos pesos y terminó la jornada en 385 por unidad, con lo que registró un nuevo máximo histórico. A su vez, en el mercado bursátil, el dólar contado con liquidación registró una suba del 0,8 por ciento, a 369,06 pesos. El Banco Central realizó ventas por 45 millones de dólares en el mercado de cambios, mientras que en la jornada previa se habían realizado ventas de 86 millones.",Economía
Dólar blue y dólar hoy: la cotización del jueves 26 de enero de 2023,El precio de compra y venta de la divisa  ,"El dólar blue cerró este jueves a $385 para la venta y $381 para la compra y alcanzó así un nuevo máximo histórico. En el Banco Nación el oficial se ofrece a $192,25 para la venta y $184,25 para la compra. Seguí en vivo, las cotizaciones de todos los tipos de dólar para este jueves.",Economía
Los pagos según la ANSES para jubilados de hoy jueves 26 de enero ,Los pagos para los Jubilados hoy jueves 26 de enero según ANSES," El beneficio correspondiente se abonará en las sucursales bancarias que se encuentren habilitadas, y donde deben atender solamente por ventanilla y sin exigir de turno con anterioridad.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el jueves 26 de enero",El dólar blue ,"El dólar blue continuó con tendencia alcista, ya que los valores de ese día fueron: $381,00 para la compra y $385,00 para la venta. En relación de la anterior jornada hábil, el valor del dólar oficial alcanzó hoy los $183,74 para la compra y $192,74 para la venta, mientras que la cotización del dólar blue, $381,00 y $385,00, respectivamente. Con estos números la variación situó la brecha entre la cotización del dólar oficial y el dólar blue a 107.36%.",Economía
"Más créditos, sostenida ganancia y mayor solvencia",Claves del Informe sobre Bancos de la entidad monetaria,"El crédito en pesos al sector privado se incrementó en noviembre un 0,8 por ciento en términos reales y un 5,7 por ciento nominales respecto del mes anterior. Así lo publicó el Banco Central en su último informe sobre Bancos, en el cual detalló que todas las líneas de crédito tuvieron un desempeño positivo. En la comparación interanual, hubo una merma del 11 por ciento real.",Economía
La teoría de Massa se pone a prueba en enero,"La inflación del mes es clave para las chances de llegar a abril ""con un 3 adelante""","El ministro de Economía, Sergio Massa, se juega en enero un partido clave para ver si es más o menos posible cumplir con su promesa: que la inflación de abril empiece con un tres. En ese camino, el primer mes del año es un escalón clave. Es que si bien es cierto que es tramposo el pronóstico de un tres adelante (un 3,9, por caso, sería casi un 4), si en enero el IPC del INDEC se despega mucho del 5,1 de inflación de diciembre, la meta se pone más dura. ",Economía
Para afianzar las relaciones,Reunión de Massa con el enviado de Estados Unidos,"El ministro de Economía, Sergio Massa, recibió en el Palacio de Hacienda al Asesor Especial del Presidente Joe Biden para las Américas, Christopher Dodd. Durante el encuentro de trabajo, dialogaron sobre la implementación de políticas conjuntas para promover el desarrollo económico inclusivo, acciones coordinadas para atender cuestiones prioritarias para región como la seguridad alimentaria, así como también sobre los principales resultados alcanzados durante la Cumbre de la CELAC.",Economía
Desendeudadas,Política de género de la Provincia de Buenos Aires,"La provincia de Buenos Aires se encuentra próxima a la implementación del programa “Desendeudadas”, que se propone favorecer la autonomía económica de jefas de hogar vulnerables que se encuentran sobreeendeudadas fuera del sistema bancario y a tasas usurarias. Se estima que alrededor de 300 mil mujeres podrían ser alcanzadas por esta política.",Economía
El consumo general se mantuvo firme,"Aumento de las ventas en supermercados, autoservicios y shoppings","Las ventas en supermercados repuntaron 1,7 por ciento en noviembre respecto del mes anterior, una de las tasas más altas registradas el año pasado que no obstante dentro del acumulado del año no consigue revertir una tendencia al estancamiento registrada a partir de la segunda mitad del año. Las ventas acumuladas en los primeros once meses de 2022 crecieron apenas 2 por ciento en volúmenes respecto de igual período en 2021.",Economía
Lanzamiento de la Agencia nacional de la industria del cannabis,Un paso más hacia la reglamentación de la ley,"Tras ocho meses de la sanción en el Congreso Nacional, el gobierno dio el primer paso para comenzar con el proceso de reglamentación de la ley que crea un marco regulatorio para el desarrollo de la industria del cannabis medicinal y el cáñamo industrial. Fue con el lanzamiento de la Agencia Regulatoria de la Industria del Cañamo y del Cannabis para uso Medicinal (Ariccame), que se encarga de regular y fiscalizarla actividad de toda la cadena de producción de la industria. ",Economía
"Mientras muchos miran al blue, varios hacen fabulosos negocios con las acciones","El dólar ilegal subió a 383 pesos, mientras el MerVal avanzó 4,3 por ciento","El dólar blue se negoció este martes con un aumento de dos pesos, para cerrar en 383 pesos por unidad. Se trata de un nuevo pico de cotización. A su vez, en el Banco Central vendieron en la jornada 56 millones de dólares en el mercado de cambios, aunque en el mes sigue habiendo compras netas por 27 millones, según estimaron analistas financieros. ",Economía
Dólar blue y dólar hoy: la cotización del miércoles 25 de enero de 2023,El precio de compra y venta de la divisa ,"El dólar blue cerró este miércoles  a $383 para la venta y $379 para la compra, es decir, $2 pesos más  que ayer. En el Banco Nación el dólar oficial terminó esta jornada a $191,50 para la venta y $183,50 para la compra. Seguí en vivo, las cotizaciones de todos los tipos de dólar.",Economía
Dólar blue y dólar hoy: la cotización del miércoles 25 de enero de 2023,El precio de compra y venta de la divisa ,"El dólar blue cerró este miércoles  a $383 para la venta y $379 para la compra, es decir, $2 pesos más  que ayer. En el Banco Nación el dólar oficial terminó esta jornada a $191,50 para la venta y $183,50 para la compra. Seguí en vivo, las cotizaciones de todos los tipos de dólar.",Economía
ANSES Jubilados: quiénes cobran hoy miércoles 25 de enero,Los pagos según la ANSES para jubilados de hoy miércoles 25 de enero ," El beneficio que le corresponde a cada uno se cobrará en los bancos habilitados, y donde atienden por ventanilla y sin requerir de turno con anticipación.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el miércoles 25 de enero",El dólar blue ,"El dólar blue registró una tendencia alcista: donde cotizaba a $379,00 para la compra y $383,00 para la venta. El valor del dólar oficial alcanzó hoy los $183,26 para la compra y $192,26 para la venta, mientras que la cotización del dólar blue, $379,00 y $383,00, respectivamente. Con estos números la variación situó la brecha entre la cotización del dólar oficial y el dólar blue a 106.81%.",Economía
"Lula, Fernández y el dilema de los industriales",Una foto impactante que adelanta el debate de modelos en un año electoral,"Cuando les avisó a sus pares de la Unión Industrial (UIA) que volvía de vacaciones el 22 de enero, jamás pensó que en su primera actividad terminaría siendo parte de una postal de altísimo contenido político, de esas que Daniel Funes de Rioja, titular de la casa fabril, suele gambetear habilmente. La imágen en cuestión, que se tomó en el Museo del Bicentenario, muestra a los presidentes de Argentina, Alberto Fernández, y de Brasil, Lula Da Silva, sonriendo y levantádoles las manos a Funes y a su par brasileño, Robson Andrade, titular de la Confederación Nacional de Industrias (CNI), la UIA del país vecino. Robson sonríe en consonancia con los presidente y hasta el ministro de Economía brasilero, Fernando Haddad; mientras Funes parece hacer malabares por buscar una gestualidad que lo termina colocando como un rostro ajeno y disonante. Fue precisamente su talante la comidilla de los chats de miembros de la UIA, que lo notaron ""incomodo"". ",Economía
Los gremios más fuertes le dieron pelea a la inflación,Paritarias en un contexto de dinamismo en el mercado de trabajo,"La relativa desaceleración de la inflación en relación a los peores valores de mediados del año pasado, la dinámica positiva del empleo y la reapertura de las paritarias permitieron que en la última parte del 2022, una parte de los trabajadores registrados del sector privado lograran mejoras salariales en términos reales. Varios de los gremios más importantes del país contabilizaron en el acumulado del año avances en el poder adquisitivo, mientras que otros empataron o perdieron un par de puntos. A esa conclusión arriba un informe del Centro de Estudios Económicos y Sociales Scalabrini Ortiz (CESO).",Economía
Más demanda eléctrica y más renovables,Balance del año pasado,"La demanda de energía eléctrica cerró el 2022 con un crecimiento de 3,7 por ciento respecto del año anterior, de acuerdo a la Fundación para el Desarrollo Eléctrico (Fundelec). Los datos por tipo de usuario muestran un crecimiento del consumo residencial de 3,9 por ciento anual, del comercial en un 4,4 por ciento y del industrial de un 1,9 por ciento. En total, los hogares representaron el 45,7 por ciento del consumo eléctrico, seguido por los comercios (27,7 por ciento) y las industrias (26,6 por ciento).",Economía
"Dólar, reservas, exportaciones energéticas y deuda",Entrevista a Sergio Massa en el Financial Times,"El dólar blue se negoció este martes con un aumento de 5 pesos, en 381 pesos por unidad. El dólar contado con liquidación, en contraste, registró una disminución de 0,9 por ciento, a 360,03 pesos. El Banco Central cortó su racha de ventas y consiguió comprar 2 millones de dólares en el mercado de cambios. En la jornada previa había vendido 56 millones.",Economía
A Tener que Pagar por fraude,Fraguaron su nivel de ingresos para recibir aportes,"La Administración Federal de Ingresos Públicos (AFIP) recuperó 130 millones de pesos de parte de firmas que mintieron sobre su nivel de ingresos para cobrar el programa de Apoyo al Trabajo y la Producción (ATP) para el pago de salarios al comienzo de la pandemia de Covid-19. Petroleo, transporte y alimentos fueron los rubros que más mintieron para recibir el subsidios.",Economía
Cómo sería la moneda común del comercio bilateral,Nuevo sistema de pagos en monedas locales entre Argentina y Brasil,"A través de la firma de una serie de acuerdos comerciales y financieros, Argentina y Brasil se aprestan a potenciar el comercio bilateral habilitando mecanismos de pago que no involucren al dólar estadounidense. Algunos de estos canales ya se encuentran vigentes, como el caso del Sistema de Pagos en Monedas Locales (SML) que se vería reactivado y, más aun, podría avanzarse en el uso de una moneda común para posteriormente compensar los saldos netos o implementar un swap de divisas. Las conversaciones seguirán su curso en los primeros días de febrero con la visita de Sergio Massa al país vecino. ",Economía
La economía 2022 será mucho mejor que los pronósticos de la city,"El nivel de actividad acumuló un alza de 5,9 por ciento a noviembre pasado","La actividad económica creció 2,6 por ciento en noviembre respecto de igual mes del 2021. Así lo informó este martes el Indec. En el documento se registró que hubo una baja de 0,7 por ciento con relación a octubre, y un avance del 5,9 por ciento en el acumulado de los primeros 11 meses del año.",Economía
Dólar blue y dólar hoy: la cotización del martes 24 de enero de 2023,Las operaciones cambiarias ,"El dólar blue aumentó $5 pesos este martes y cerró a $381 para la venta y $377 para la compra. En el Banco Nación el dólar oficial subió 25 centavos y cotizó al cierre a $191,50 para la venta y $183,50 para la compra. La evolución de las cotizaciones de los diferentes  tipos de dólar al cabo de la jornada.",Economía
Los pagos según la ANSES para jubilados de hoy martes 24 de enero ,Los pagos de ANSES de hoy martes 24 de enero para los Jubilados," El haber correspondiente se cobrará en los bancos habilitados, y donde están atendiendo solo por ventanilla y sin exigir de turno con anticipación.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cotizan el martes 24 de enero",El dólar blue sube 5 pesos ,"El dólar blue registró $372,00 para la compra y $376,00 para la venta. Respecto del último día hábil el blue permanece con tendencia alcista. El valor del dólar oficial hoy es de $183,08 para la compra y $192,08 para la venta, mientras que la cotización del dólar blue, $377,00 y $381,00, respectivamente. Con estos números la variación sitúa la brecha entre el dólar oficial y el dólar blue a 105.92%.",Economía
Las 72 horas para las sociedades de Bolsa ,El Gobierno les dio plazo para que informen sobre clientes que operaron con bonos y dólar MEP,"A fines de la semana pasada, el ministro de Economía, Sergio Massa, instruyó a la Comisión Nacional de Valores (CNV) a iniciar un proceso investigativo sobre supuestas maniobras con información privilegiada de compradores de bonos el día previo al anuncio de recompra de deuda. En ese contexto, el organismo que encabeza Sebastián Negri les dio hoy 72 horas a las sociedades de Bolsa para que brinden información de sus clientes, de la operatoria y de la ruta del dinero que se utilizó para comprar esos títulos, y luego los convocará personalmente a una entrevista para completar los informes. Y algo más: Massa pidió que la investigación sea, en realidad, algo más grande, que abarque también pesquisas de quienes en los últimos quince o 20 días operaron con dólares financieros, forzando al alza la cotización del dólar blue. Sospechan en el Gobierno que allí hubo, también, una intención de forzar una devaluación y de hacer saltar el Blue para que se vaya a precios alterando los próximos Indicadores de Precios del INDEC.  ",Economía
La acción de YPF se destaca en el actual boom bursátil,"La petrolera estatal cotiza a casi 12 dólares, multiplicando por cuatro el precio desde mediados del año pasado.","La bolsa porteña volvió registrar este lunes una jornada de ganancias, con una suba de 1,1 por ciento en el promedio de las acciones del índice Merval. La jornada comenzó con fuertes subas tanto en el mercado local como entre las firmas argentinas que cotizan en Nueva York. Entre las que están registrando una performance destacada figuran empresas como YPF. ",Economía
Cuál es la importancia comercial y económica de la relación Argentina-Brasil,Socios estratégicos en la región,"“El regreso a la presidencia de Brasil de Lula y la nueva composición regional de gobiernos de corte más progresistas, aunque con grados heterogeneidad entre sí, será clave para pluralizar políticamente y diversificar materialmente las relaciones exteriores de la región”. Así lo menciona un informe del CEPA, en el que se celebra el impulso renovado en la agenda de integración bilateral que a través de “las dimensiones económicas y apunta a poder consolidar un esquema productivo sostenible”.",Economía
Aduana: un organismo señalado que busca respeto multiplicando multas y denuncias de contrabando,Visita a la Terminal 4 del Puerto de Buenos Aires,"Una grúa maniobra un container de más de diez metros de largo. Está asignándole un lugar en la estiba de la Terminal 4 del Puerto de Buenos Aires, en la parte donde se realizan las verificaciones exhaustivas de la carga, porque recibieron una alerta roja. En este caso, la alerta llegó porque hace más de sesenta días que el container llegó de China y nadie comenzó con los trámites necesarios para su retiro. En los papeles, el container estaba lleno de insumos informáticos. Pero no. ",Economía
Cuestionamientos a Edenor y Edesur,Audiencia pública por la revisión tarifaria para las distribuidoras,"El titular del Ente Nacional de Regulación de la Electricidad (ENRE), Walter Martello, adelantó que el organismo exigirá a las empresas Edenor y Edesur un plan de inversión que será auditado desde el organismo, y les advirtió que ""no van a obtener la tarifa que piden"", sino que ""la que los usuarios pueden pagar en el actual contexto social"". Esto fue al inicio de la audiencia pública (se realizó en modo virtual) en la cual se debatió la actualización tarifaria para las dos distribuidoras eléctricas a cargo del servicio en la Cidad de Buenos Aires y el conurbano bonaerense. ",Economía
"Más que moneda común, una relación más sólida",Los ministros de Economía de Argentina y Brasil explicaron avances en diferentes frentes,"En línea con lo que manifestaron los Presidentes Alberto Fernández y Lula Da Silva, los ministros de Economía de Argentina, Sergio Massa, y de Brasil, Fernando Haddad, pusieron sobre la mesa una agenda conjunta con la idea de recomponer nexos comerciales históricos entre ambos países, más allá de la estridencia de la posibilidad de que haya una moneda única para transacciones entre ambas naciones. ""Tenemos el desafío de reencontrarnos y recorrer un camino de recuperación de comercio bilateral que algún momento fue muy fuerte contra el tamaño de producto bruto entre Argentina y Brasil, y que a lo largo de los últimos años ha ido decayendo. En los últimos 10 años hemos perdido casi un 40 por ciento del comercio bilateral, eso nos impone desafíos y además nos impone obligaciones de trabajo"", detalló Massa en una conferencia de prensa que brindaron ambos tras haberse reunido con empresarios argentinos. ",Economía
"Dólar blue: a cuánto cerró, precio y cotización este lunes 23 enero",El detalle de las operaciones cambiarias,"Arrancó una nueva semana y la cotización del dólar blue generó nuevamente expectativa. La cotización en el mercado paralelo al oficial fue al cierre de la de $ 376 para la venta y  $372 para la compra. La última cotización del Banco Nación para el dólar oficial fue de $191,25 para la venta y $183,25 para la compra.",Economía
Alquileres 2023: cuánto se pagará desde enero y cómo calcular el aumento del contrato ,Según el índice del Banco Central  ,"De acuerdo con la Ley de Alquileres vigente, la cual establece que los aumentos de los contratos se rigen por ajustes anuales, los inquilinos que firmaron un contrato en enero de 2022, percibirán el próximo mes un aumento de alrededor del 81%. En diciembre, el incremento rondó el 77,58%.",Economía
Monotributo categorías 2023: cómo son las nuevas escalas y recategorizaciones de AFIP,Los nuevos topes de facuración ,"Desde el 1º de enero de 2023 comenzaron a regir las nuevas escalas del monotributo determinadas por la Administración Federal de Ingresos Públicos (AFIP), por lo que los contribuyentes inscriptos en este régimen deberán recategorizarse en caso de que les corresponda.",Economía
"Dólar blue hoy, dólar hoy: a cuánto cerraron el lunes 23 de enero",El dólar blue cotiza estable ,"En comparación con de la anterior jornada hábil, donde el blue cotizaba a $370,00 para la compra y $374,00 para la venta, el valor del dólar oficial alcanzó hoy los $182,68 para la compra y $191,68 para la venta, mientras que la cotización del dólar blue, $372,00 y $376,00, respectivamente. Con estos números la variación situó la brecha entre la cotización del dólar oficial y el dólar blue a 103.63%.",Economía
"Ajuste del gasto, con partidas sociales a salvo",El Gobierno cumplió las metas fiscales con el FMI para 2022,"La principal causa de la reducción del déficit primario de la Administración Pública Nacional fue la caída del gasto, según corroboran los datos de la Oficina de Presupuesto del Congreso (OPC) en su informe sobre la ejecución presupuestaria de 2022. El gasto “primario” retrocedió porque el Estado realizó menos inversiones (en construcción o inversiones de las empresas públicas) e hizo menos transferencias al sector privado para mejorar la capacidad productiva. Se compraron menos bienes y contrataron menos servicios, y también se recortaron gastos en subsidios energéticos y al transporte público.",Economía
Causas y caminos para bajar la inflación,Temas de debate. Qué puede pasar con los precios en 2023,PRODUCCIÓN: Natalí Risso,Economía
"Aerolíneas, la mejor para los usuarios",La línea de bandera encabezó el ranking de Sudamérica,"Aerolíneas Argentinas fue elegida como la mejor aerolínea de Sudamérica en un ranking de las líneas aéreas elaborado según las quejas de los usuarios que viajaron durante 2022 y que publicó Compare The Market, un sitio especializado en seguros de viajes con sede en Australia.",Economía
"Aprobado en créditos, mal en exportaciones",Beneficios y desventajas del vínculo entre la Argentina y China,"A diferencia de otros países latinoamericanos, la relación comercial bilateral con China es deficitaria para Argentina y el valor de las exportaciones perceptiblemente menor. Así, analizando también las líneas de financiamiento chino aquí, un reciente trabajo del centro de investigaciones Fundar concluye que existe potencial para ampliar la participación en el mercado asiático mediante proyectos con repercusiones en la generación de capacidades exportadoras, y que además promuevan la coordinación con el sector privado.",Economía
Los pagos para los Jubilados hoy lunes 23 de enero según ANSES,ANSES Jubilados: quiénes cobran hoy lunes 23 de enero,"Los pagos de haberes del mes actual podrán extraerse en sus sucursales bancarias habilitadas más cercanas, sin tener que sacar turno y por mediación de las ventanillas.",Economía
Atando cabos…,,"Una comitiva argentina, encabezada por el licenciado Jorge Neme, busca cerrar convenios de cooperación económica con el reino de Arabia Saudita. En ellos, éste se compromete a financiar inversiones de largo plazo (25 a 30 años) con el objetivo de incorporar el riego en zonas desérticas y favorecer las exportaciones de alimentos. Hasta ahí, una iniciativa más que loable para zonas que no se podrían desarrollar sin la intervención del ESTADO. Nada que objetar. Pero tratándose de recursos escasos y finitos como son el agua y la tierra, de fuerte impacto en el ambiente y la soberanía alimentaria, la necesidad de precisiones es insoslayable; y en el anuncio, no abundan. Hay sobreentendidos que no son inocentes ni inocuos. Dice el funcionario que ""…el gobierno nacional tiene la decisión de fortalecer la presencia de las provincias, (dueñas del recurso suelo) acompañando a los productores,(quienes serían?) asegurando la ejecución de las obras hídricas” .",Economía
La inflación es un asunto demasiado serio para dejarla en manos de los economistas  ,Cuál es el origen de la resistencia corporativa al programa Precios Justos  ,El control de precios de productos básicos del presupuesto de los hogares no es una política antiinflacionaria. Es una herramienta útil de una política de ingresos conducida por el Estado para intervenir sobre el proceso inflacionario motorizado por la puja distributiva.,Economía
La impunidad del delito financiero,La trama judicial que protege a criminales de guante blanco y persigue a los pobres,"¿Es válido pensar a la dependencia que genera la deuda externa con el FMI, el lawfare y la persecución de la corrupción como una moderna ""caza de brujas"", la criminalización de la pobreza y la impunidad del delito financiero complejo, como mecanismos articulados que definen las relaciones políticas y económicas del país? Todo ello formó parte de una extensa reflexión que compartió con Página 12 Eugenio Raúl Zaffaroni, prestigioso jurista, ex integrante de la Corte Suprema de la Nación, junto a Guido Croxatto, jurista que encabeza la Escuela de Abogados del Estado, su discípulo además. Fue en una charla informal, en el domicilio particular del primero, poco antes de que ambos partieran hacia la convulsionada Perú, donde ofrecieron una serie de conferencias fundantes, quizás, de una nueva corriente de pensamiento en el derecho latinoamericano. ",Economía
Meta más que cumplida,"Déficit fiscal primario del 2,4%","Argentina sobrecumplió la meta de déficit fiscal primario al cerrar en 2,4 por ciento del PBI las cuentas de 2022. Ese resultado se logró fundamentalmente por el ajuste del gasto público. Este año la meta es más austera y la expansión de la economía moderada, de modo que será espinoso el cumplimiento del ratio de 1,9 del PBI. El informe de ejecución presupuestaria de la Oficina de Presupuesto del Congreso (OPC) corrobora los datos de Economía: en términos reales el gasto público cayó y más fuerte en inversiones en infraestructura y para ampliar capacidad productiva, por el contrario las erogaciones que más crecieron fueron el pago de intereses de la deuda pública. ",Economía
