titulo,subtitulo,primer_parrafo,seccion
Xenobots: cómo son los primeros robots  capaces de reproducirse,Podría suponer un prometedor avance para la medicina regenerativa,"Un equipo de científicos descubrió una nueva forma de reproducción biológica que les permitió crear los primeros robots autorreplicantes. Diseñados a partir de células de ranas, los ""Xenobots 3.0"" pueden liberar ejemplares que se mueven como ellas.",Ciencia
Kamo'oalewa: el misterioso cuasisatélite que orbita el sol y podría ser un fragmento de la Luna,Los investigadores descubren nuevas características del pequeño objeto espacial,"Hace ya unos años, un equipo de investigadores se pregunta cuál es el origen del asteroide Kamo’oalewa, descubierto en 2016. Los astrónomos saben que tiene una órbita relativamente cercana a la Tierra, pero no mucho más.",Ciencia
Groenlandia: descubren una nueva especie de dinosaurio de hace 214 millones de años,Estudiaron dos cráneos por 27 años,Científicos descubrieron en Groenlandia una nueva especie de dinosaurio que vivió hace aproximadamente 214 millones de años en su territorio. El estudio fue publicado en la revista Diversity.,Ciencia
"El microchip con alas, la estructura voladora artificial más pequeña creada por el hombre",Sirve para monitorear la contaminación y las enfermedades transmitidas por el aire,Los ingenieros de la Universidad Northwestern le agregaron una nueva característica a los microchips electrónicos: la capacidad de volar.,Ciencia
Astrónomos descubren una cavidad gigante en la Vía Láctea,Está rodeada por las nebulosas Perseo y Tauro,"Un grupo de astrónomos han descubierto una cavidad gigante en la Vía Láctea, rodeada por dos nebulosas, Perseo y Tauro, que surgieron tras la explosión de al menos una estrella.",Ciencia
Cambio climático: el deshielo polar está cambiando también la corteza terrestre,La Tierra se está deformando ,"El derretimiento del hielo polar no solo está cambiando los niveles de nuestros océanos, también está cambiando el planeta Tierra, según un estudio de Harvard publicado en Geophysical Research Letters.",Ciencia
Equinoccio de primavera 2021: qué es y cuándo se produce este año,La hora exacta de la despedida del invierno,"Una cosa es la fecha establecida convencionalmente y otra, lo que determina el calendario astronómico. Los estudiantes salieron ayer a las calles para celebrar la llegada de la primavera, pero en este 2021 esa estación empieza este miércoles 22 a las 16.20, hora en que tendrá lugar en equinoccio.",Ciencia
Cómo es la misión de SpaceX que mandó civiles al espacio,Inspiration4,"Cuatro turistas espaciales estadounidenses iniciaron el miércoles un increíble viaje en gravedad cero en una nave espacial SpaceX, donde deben pasar tres días en órbita alrededor de la Tierra sin ningún astronauta profesional a bordo, un hecho histórico dado que nunca antes se intentó algo similar. ",Ciencia
Rusia reanudará el simulacro de un vuelo a la Luna el próximo 4 de noviembre ,En colaboración con la NASA,"Rusia pondrá en marcha el próximo 4 de noviembre una nueva fase del proyecto Sirius para desarrollar una simulación de un viaje a la Luna, anunció este jueves el Instituto ruso de investigaciones médico-biológicas.Seis voluntarios, entre un total de doce candidatos seleccionados para el programa, se encerrarán durante 240 días en un módulo especial en las instalaciones del Instituto, con sede en Moscú, comunicó la entidad.Entre los futuros ""viajeros"" a la Luna hay ciudadanos de Rusia, EE. UU. y Emiratos Árabes Unidos.",Ciencia
Terremoto en México: aparecieron misteriosos destellos tras el temblor,Los impactantes videos del fenómeno,"Un sismo de magnitud 7,1 sacudió este martes por la noche Acapulco, en el sur de México, y causó la muerte de al menos una persona. Sin embargo, la atención de la prensa y de las redes sociales se la llevaron unos impresionantes destellos en el cielo, similares a relámpagos, que se dieron en el centro. Desde las calles, residentes atemorizados lograron capturar el momento con sus celulares.",Ciencia
Islandia: estudian el nivel de estrés que provocan los cruceros en las ballenas,Toman muestras con drones,"A una decena de kilómetros de la costa norte de Islandia, un grupo de científicos está realizando un estudio en el soplo de las ballenas para evaluar su nivel de estrés cuando pasan los barcos turísticos de observación, un sector de la industria del turismo que está creciendo rápidamente en los últimos años en torno a la isla subártica.",Ciencia
Tormenta geomagnética: qué es y qué amenaza representa para la Tierra,Se podría registrar este jueves,"El Centro de Predicción del Clima Espacial (SWPC) del Servicio Meteorológico Nacional en Estados Unidos advirtió que una tormenta geomagnética de clase G2, provocada por el Sol, podría impactar sobre la Tierra este jueves.",Ciencia
Los volcanes tendrían un rol clave como reguladores de la temperatura de la Tierra,¿Una solución al cambio climático?,"Científicos de la Universidad de Southampton descubrieron que las extensas cadenas de volcanes son responsables tanto de emitir como de eliminar el dióxido de carbono (CO2) atmosférico. Esa característica les permitió llegar a la conclusión de que fueron los principales impulsores en estabilizar la temperatura en la superficie de la Tierra, en los últimos 400 millones de años. ",Ciencia
ArXiv: la biblioteca más hospitalaria ,,"­­­­­Bendito sea el inventor de la escritura. Con este pregón, justo y agradecido, empezaban muchos libros indios según nos cuenta Voltaire. Si somos sujetos de lenguaje, si estamos hechos tanto de átomos como de palabras, la escritura ha de resultar una necesidad imperiosa para cualquier forma de trascendencia. Podemos apelar a la oralidad, pero a las palabras, literalmente, ya se sabe, se las lleva el viento.",Ciencia
"Blob, el raro organismo que vivirá en la Estación Espacial Internacional y fascina a los biólogos","No tiene boca, patas ni cerebro, pero se mueve y come ","La Estación Espacial Internacional tendrá un inquilino atípico, el ""blob"", un organismo inclasificable que fascina a los biólogos. El martes entrará en órbita para ser usado en un experimento educativo encabezado por el astronauta francés Thomas Pesquet.",Ciencia
El acoso de las gaviotas a las ballenas en la Península Valdés tiene graves consecuencias,Se llama microdepredación y científicos investigaron cómo impacta en los cetáceos,"Un equipo con investigadores internacionales estudia la posibilidad de que el acoso de las gaviotas en las ballenas, para picotearles el lomo y así alimentarse con grasa y piel, pueda provocar estrés en los cetáceos. El dato surge de un estudio divulgado por el Instituto de Conservación de Ballenas (ICB).",Ciencia
El hombre que sabía demasiado,Sobre el fallecimiento de Steven Weinberg,"Somos una especie asustadiza y frágil. Nuestros cachorros no sobrevivirían sin el cuidado del grupo, sostenido a lo largo de muchos años. Un minúsculo virus es capaz de poner en jaque a nuestra vida cotidiana, hundiéndonos en la incertidumbre sin siquiera proponérselo. Nuestros miedos nos han llevado a inventar seres imaginarios de quienes postulamos ser sus criaturas favoritas, y a creer en esas historias con férrea devoción. Y a pesar de todo esto, nos hemos embarcado en la irracional aventura de intentar comprender la Naturaleza en su totalidad abrumadora. El contraste entre nuestros miedos y nuestra audacia es conmovedor.",Ciencia
Científicas del Conicet logran regenerar el nervio ciático tras una lesión,La investigación fue seleccionada por la prestigiosa revista Science para ser comentada,,Ciencia
Los astronautas de la Estación Espacial Internacional están cultivando chiles por primera vez ,Desde las semillas hasta la madurez,"La NASA anunció que está llevando a cabo ""uno de los experimentos de plantas más desafiantes intentados hasta el momento"" a bordo del laboratorio orbital en el espacio. Astronautas de la agencia estadounidense, a bordo de la Estación Espacial Internacional (EEI), se propusieron un nuevo objetivo: cultivar chiles rojos y verdes.",Ciencia
El frío pudo haber sido clave en la extinción de los dinosaurios,Un estudio publicado este martes afirma que las bajas temperaturas fueron decisivas antes del meteorito,"Como se sabe, los dinosaurios poblaron la Tierra antes de la aparición del hombre y la caída de  un meteorito provocó una nube de polvo y gas que llevó a su extinción. Sin embargo, ahora se debate otro elemento que pudo haber llevado a su fin: el frío. Es que un estudio publicado en Nature Communications, con la firma del biólogo Fabien Condamine, apunta que el meteorito pudo haber representado el golpe de gracia, pero que los dinosaurios, hace 65 millones de años, ya sufrían el enfriamiento del planeta.",Ciencia
Los tres primeros astronautas llegaron a la estación espacial china en construcción ,Siete horas después de su lanzamiento,"La estación espacial china, aún en construcción, ya está ocupada. La nave espacial Shenzhou-12, con tres taikonautas a bordo, se acopló con éxito este jueves con el módulo central Tianhe de la plataforma. Se trata de la primera misión con tripulación del gigante asiático en casi cinco años.",Ciencia
Logran secuenciar por primera vez un genoma humano completo,Por primera vez en 20 años,"Un equipo internacional de científicos, liderados por la bióloga Karen Miga, de la Universidad de California en Santa Cruz, y por Adam Phillippy, del Instituto Nacional de Investigación del Genoma Humano, asegura haber secuenciado la totalidad del genoma humano. En el borrador publicado el 27 de mayo, fueron incluidas las partes que se perdieron en la histórica primera secuenciación del genoma humano hace 20 años, cuya versión tenía regiones inconclusas.",Ciencia
El Ártico se calienta tres veces más rápido que el planeta desde 1971,Las consecuencias del deshielo,"El Ártico se calentó tres veces más rápido que el planeta entre 1971 y 2019, una subida del termómetro más acelerada de lo que se creía, advierte un informe del Programa de Evaluación y Vigilancia del Ártico (AMAP) publicado este jueves.",Ciencia
Un asteroide pasará cerca de la Tierra este domingo,Tiene un diámetro de un kilómetro y viaja 124.000 K/h,Un asteroide pasará cerca de la Tierra este domingo. Según los científicos no hay riesgo de colisión. Será el más grande en acercarse a la Tierra en todo el año 2021.,Ciencia
Un estudio indica que la placenta bloquea la transmisión de la Covid-19 al feto,El virus se comportaría de manera similar a las células tumorales ante el sistema inmunitario,"Centros de investigación de todo el mundo se están focalizando en los mecanismos que hay detrás del SARS-CoV-2. En ese esfuerzo colaborativo no solo están participando inmunólogos y epidemiólogos, sino que otros especialistas están aportando lo suyo desde otros puntos de vista, como el caso de la oncología.",Ciencia
El rover Perseverance de la NASA llega a Marte: cuál es su misión,Tras un viaje de casi siete meses,"Tras un viaje de casi siete meses, el rover Perseverance de la NASA intentará aterrizar este jueves en Marte con el objetivo de averiguar si el planeta rojo todavía conserva restos de vida.",Ciencia
Los botones para ascensores y cajeros que son una solución frente al coronavirus ,Ya están siendo probados en hospitales de Japón,"La firma japonesa Murakami Corporation está desarrollando, en colaboración con Parity Innovation, un sistema de botones holográficos, que evita el contacto con la superficie, diseñado para su uso en baños públicos, ascensores y cajeros automáticos.",Ciencia
Hallan una extraña roca en el lado oscuro de la Luna,"""Es definitivamente inusual"", indicó Dan Moriarty, científico de la NASA","El rover chino Yutu-2, que explora la superficie de la Luna, encontró una extraña roca en el lado oculto del satélite natural de la Tierra, que tiene emocionados a los científicos que trabajan en el proyecto, al describir el hallazgo como un “hito”.",Ciencia
La nueva teoría de investigadores de Harvard sobre el meteorito que terminó con los dinosaurios,Fue desarrollada a partir de simulaciones gravitacionales,"El impacto del meteorito de Chicxulub provocó hace 66 millones de años la extinción del 75% de las especies, incluidos los dinosaurios, y cambió para siempre la historia de la Tierra. ¿De dónde vino y cómo llegó a nuestro planeta? En busca de esa respuesta expertos de la Universidad de Harvard desarrollaron una nueva teoría que podría arrojar luz sobre un evento catastrófico que aún plantea muchas dudas.",Ciencia
La primera imagen de Marte que captó la sonda espacial de Emiratos Árabes Unidos,Orbitará durante los próximos cuatro años alrededor del planeta rojo,"La sonda ""Esperanza"" de Emiratos Árabes Unidos envió su primera imagen de Marte, luego de su exitoso ingreso a la órbita del planeta rojo, anunció este domingo la agencia espacial de ese país.",Ciencia
Observan por primera vez la colisión de vientos estelares en una serpiente cósmica  ,Con un sistema que permitiría distinguir un camión en la Luna,"El corazón de Apep, un sistema estelar bautizado como el dios egipcio del caos en honor a la espiral de polvo que generan sus estrellas, fue observado con la máxima resolución posible por un equipo internacional de astrónomos. Gracias a eso, los investigadores pudieron ver, por primera vez, la violenta colisión de vientos que alberga en su interior.",Ciencia
"El ""puente de agua"" que explicaría la humedad en la Luna",Un hallazgo que puede influir en el diseño de las próximas misiones espaciales,"El viento solar puede no ser la única fuente de iones formadores de agua en la Luna: también podrían serlo partículas de la Tierra también, lo que implica que otros planetas también podrían aportar agua a sus satélites.",Ciencia
El telescopio Roman revelará mundos extremos en el centro de la Vía Láctea,Utilizará el método de detección de microlente gravitacional,"El telescopio Roman, que la NASA lanzará a mitad de esta década, revelará planetas extremos y enanas marrones en el corazón de la Vía Láctea, gracias a su tirón gravitacional en las estrellas que orbitan.",Ciencia
Antes de cada Luna llena las personas duermen menos,Según un estudio en el que participó la Universidad Nacional de Quilmes,"Antes la luna era la única fuente de luz que estimulaba la actividad nocturna. Sin embargo, y a pesar del desarrollo en energía, el sueño parecer todavía estar comprometido por las fases lunares.Los ciclos del sueño de las personas cambian durante el ciclo lunar de 29,5 días: en las noches previas a la luna llena, las personas se acuestan más tarde y duermen durante períodos más cortos. Esta es la principal conclusión de un estudio que publica la revista Science Advances desarrollado por investigadores de la Universidad Nacional de Quilmes, en Argentina, y la Universidad de Washington y la Universidad de Yale, ambas en Estados Unidos. ",Ciencia
Reconocimiento de China a la Argentina por su apoyo en la misión lunar Chang´e-5,Se logró tomar muestras de suelo y rocas lunares y volver a la Tierra,"El lunes 18 de enero, el Representante Especial para la Promoción del Comercio y las Inversiones en China, Sabino Vaca Narvaja participó de la actividad organizada por la Administración Nacional del Espacio de China (CNSA), llamada “Acceso al Programa de Exploración Lunar de China” en ocasión del éxito de la Misión Chang´e 5 que logró tomar muestras en la Luna y regresar a la Tierra en diciembre pasado. ",Ciencia
Publican un estudio de un escarabajo luminoso que estuvo dentro de un ámbar 100 millones de años,Perfectamente preservado,"Durante casi 100 millones de años estuvo atrapado en ámbar. Hoy, este escarabajo productor de luz excepcionalmente bien conservado, brinda información relevante a los científicos para comprender la diversificación de los insectos bioluminiscentes en el Cretácico. El estudio fue publicado en la revista Proceedings of the Royal Society B.",Ciencia
"El titanosaurio hallado en Argentina podría ser ""el más grande de la historia""",Se calcula que medía 26 metros y pesaba 60 toneladas,"Un equipo de científicos argentinos aportó nuevos detalles acerca de los restos fósiles de un dinosaurio descubierto en el país, que vivió hace 77 millones de años en el extremo meridional de América del Sur. Se trata de un titanosaurio, perteneciente a la familia de los saurópodos, y podría ser el animal terrestre más grande en la historia de la Tierra.",Ciencia
El espectacular tren chino que levita y alcanza 620 kilómetros por hora,Fue expuesto por primera vez en público en Chengdu,"China presentó un prototipo de tren que utiliza la tecnología de levitación magnética superconductora de alta temperatura (HTS, por sus siglas en inglés). El tren maglev de desarrollo chino fue expuesto por primera vez en público en la ciudad de Chengdu, en la provincia de Sichuan.",Ciencia
Astrónomos chilenos capturaron por primera vez la muerte de una galaxia distante,Histórico hallazgo en el observatorio de Atacama,"Astrónomos del observatorio de Atacama, al Norte de Chile, anunciaron en su sitio oficial haber captado por primera vez en la historia el comienzo del fin de una galaxia lejana. El hallazgo, que se logró con el mayor radiotelescopio terrestre del mundo jamás construido, les permitirá estudiar mejor de qué manera las galaxias dejan de dar vida a nuevas estrellas.Los investigadores consiguieron captar el momento exacto de la muerte de una galaxia muy distante al ver que la misma expulsó casi la mitad de su gas, combustible para la formación de nuevas estrellas. También creen que este espectacular evento se originó por haber colisionado con otra galaxia.La imagen capturada muestra la expulsión de gas que tiene lugar a un ritmo ""sorprendente"", equivalente al gas que se necesitaría para formar 10.000 soles al año y que está eliminando el 46% del gas frío total de la galaxia en cuestión.Hasta ahora, los astrónomos sabían que las galaxias comienzan a ""morir"" cuando dejan de formar estrellas, pero nunca antes habían vislumbrado claramente el comienzo de este proceso en una galaxia lejana.""Es la primera vez que observamos una típica galaxia masiva formadora de estrellas en el universo distante a punto de morir debido a una expulsión masiva de gas frío"", explicó Annagrazia Puglisi, investigadora principal del nuevo estudio.",Ciencia
Un ADN que revela los secretos de los lobos que inspiraron a los de Game of Thrones,Se extinguieron hace 13.000 años,"Una nueva investigación publicada este miércoles en la revista ""Nature"" reveló nueva información sobre los antiguos lobos ""Canis Dirus"" o ""Perro Temible"", una raza extinta muy común en América del Norte que se popularizó mundialmente por la serie Game of Thrones. ",Ciencia
El tiburón gigante de la prehistoria paría crías caníbales de dos metros de largo,Descubrieron dos nuevas características del legendario megalodón,"El tiburón prehistórico gigante Megalodón, extinto hace millones de años, continúa despertando el interés de la comunidad científica. Tal es así que dos estudios recientes permitieron revelar dos nuevas características del mítico animal: paría crías caníbales de dos metros de largo y la evolución de sus dientes fue consecuencia de su tamaño, no de una adaptación a nuevos hábitos de alimentación.",Ciencia
La NASA encontró un planeta que orbita tres soles,A 1.800 años luz de distancia,"Después de muchas investigaciones por parte de la NASA, TESS (su satélite de reconocimiento de exoplanetas) descubrió un planeta muy particular, que orbita en un sistema solar de triple estrella. ",Ciencia
"La deslumbrante triple conjunción de Júpiter, Saturno y Mercurio ","Cuándo, dónde y cómo verla ","Hasta el martes 12 de enero, se podrá observar la espectacular triple conjunción de Mercurio, Júpiter y Saturno de 2021. El fenómeno comenzó este sábado.",Ciencia
"Para un astrónomo de Harvard, el asteroide Oumuamua es ""tecnología alienígena""",La extraña tesis de Abraham 'Avi' Loeb,"Abraham 'Avi' Loeb, astrónomo principal de la Universidad de Harvard, publicará a final de enero un libro que ilustra su polémica tesis del presunto origen artificial para el objeto interestelar Oumuamua.",Ciencia
El arroz que creció en la Luna y podría rendir más en la Tierra,Una investigación de la misión Chang'e 5 enviada por China,El programa de investigación lunar chino (CLEP) mostró semillas de arroz con brotes a su regreso de la Luna a bordo de la reciente misión Chang'e 5.,Ciencia
"Un ángel y un corazón ""se dibujan"" en el verano del polo sur de Marte",Una nueva foto del orbitador Mars Express,"Marte es el centro de estudios de muchas de las misiones espaciales en la actualidad. Entre otros motivos es porque existe aún la posibilidad de que el planeta albergue vida. Pero ahora el ""Planeta Rojo"" es noticia y sorprende a los científicos una vez más por una extraña señal que se ha formado en su superficie: una forma de un ángel y un corazón.",Ciencia
Científicos aseguran haber encontrado una nueva especie de ballena en México,Aguardan confirmación de ADN,"Investigadores de la organización ecologista de fauna marina Sea Shepherd Conservation Society creen haber descubierto una nueva especie de ballena en el Pacífico, en las aguas de una costa de México. De ser confirmado, el hallazgo significaría una noticia muy importante para los estudios de grandes mamíferos. ",Ciencia
El primer informe meteorológico de nuestra estrella más cercana está disponible y son malas noticias,"Están en riesgo los ""planetas habitables""","Una nueva investigación dirigida por la Universidad de Sídney descubrió que los exoplanetas alrededor de las estrellas enanas rojas de tipo M probablemente estén expuestos a expulsiones enormes energéticas de radiación, lo que hace que la probabilidad de encontrar vida tal como la conocemos sea bastante baja.",Ciencia
"Descubren que un planeta gigante y helado fue ""expulsado"" del Sistema Solar",Habría ocurrido en la formación del Sistema y estaba ubicado entre Saturno y Urano,"Un estudio del Instituto Carnegie, una organización científica en Washington, rastreó lo que podría ser la ubicación original de Saturno y Júpiter. Según los investigadores, de este modo se podrá entender mejor cómo se determinó la arquitectura de nuestro Sistema Solar. Además, a partir de las investigaciones, se descubrió la existencia de un planeta entre Saturno y Urano que fue expulsado del Sistema Solar. ",Ciencia
"Hallaron ambientes ""habitables"" en las lunas heladas de Júpiter","Hidrato de gas, la clave de la vida fuera de la Tierra","Un equipo multidisciplinar de investigadores españoles descubrió un nuevo material, presente en las lunas heladas de Júpiter, que podría favorecer el contacto entre los elementos químicos que dan lugar a la vida: el hidrato de gas. ",Ciencia
"""Popa langur"", la nueva especie de primate que descubrieron en Birmania",Está en peligro de extinción,"Científicos alemanes descubrieron una nueva especie de primate que vive en los bosques del centro de Birmania. Fue bautizado Popa langur y se cree que existe desde hace al menos un millón de años, según un estudio que detalla el hallazgo, publicado este miércoles en Zoological Research.",Ciencia
Sudáfrica: Hallan el cráneo de una especie humana extinta hace 2 millones de años,El fósil muestra cambios evolutivos en la especie,"Existía el concepto que los machos de la especie humana extinta Paranthropus robustus eran sustancialmente más grandes que las hembras, al igual que se produce en los primates modernos.",Ciencia
La NASA estima que hay 300 millones de planetas habitables en la galaxia,Aptos para la vida humana,Una investigación respondió una de las preguntas que la humanidad intenta descubrir desde que los astrónomos confirmaron la presencia de planetas más allá del sistema solar: cuántos de estos podrían albergar vida. El revelador estudio estimó que podría haber hasta 300 millones de planetas potencialmente habitables en la galaxia. ,Ciencia
Se cumplen veinte años de permanencia humana en la Estación Espacial Internacional,El centro de investigación situado en la órbita terrestre tuvo la colaboración de 15 países,"Este lunes 2 de noviembre se celebran 20 años desde que los humanos comenzaron a vivir en la Estación Espacial Internacional. El centro de investigación situado en la órbita terrestre tuvo la colaboración de 15 países. Desde entonces, 241 personas de 19 nacionalidades han habitado la estación, se han realizado más de 227 caminatas espaciales y más de 3.000 investigaciones científicas.",Ciencia
Descubren un nuevo mineral en un meteorito lunar ,El hallazgo ayudará a avanzar sobre la historia de la formación de la Luna ,"Científicos europeos descubrieron un nuevo mineral en un meteorito lunar. Es un raro hallazgo que podría ayudar a comprender mejor los efectos de los impactos de asteroides sobre planetas y satélites, informó este lunes el Museo de Ciencias Naturales de Berlín. Participaron de la investigación científicos alemanes, austríacos, checos, noruegos y británicos.El nuevo mineral, de nombre ""Donwilhelmsita"" en honor al geólogo estadounidense Don E. Wilhelms, fue identificado en el meteorito lunar llamado ""Oued Awlitis 001"", ubicado en el Sahara Occidental en 2014, según describen los expertos en la revista especializada ""American Mineralogist"".""El descubrimiento es de un gran significado para la investigación de la historia de la formación de la Luna y de los procesos internos de la Tierra. Este tipo de material es un tesoro sin fin en la investigación de la naturaleza, para dar respuestas a preguntas relevantes"", asegura en un comunicado el museo alemán.El nuevo mineral, compuesto principalmente por átomos de calcio, aluminio, silicio y oxígeno, ""se asemeja en su composición a las rocas de las que se componen los continentes"" de la Tierra y ahí reside parte del interés científico en los meteoritos lunares.Esos cuerpos celestes se producen cuando un asteroide impacta contra la Luna y los fragmentos del satélite caen a la Tierra. Se forman en unas condiciones extremas de temperatura y presión, comparables con las del manto de nuestro planeta (entre 460 y 700 kilómetros de profundidad desde la superficie).Es la rara posibilidad de indagar en las profundidades de nuestro planeta, donde múltiples sedimentos minerales procedentes de la corteza terrestre y el fondo marino se funden entre ellos y dan lugar a nuevos minerales.Esos meteoritos lunares son además una de las escasas oportunidades de los geólogos de analizar con detalle el satélite de la Tierra, más allá de los 382 kilos de tierra y rocas que trajeron de vuelta las expediciones estadounidenses Apolo.""Desde hace 25 años trabajo a diario con meteoritos. Descubrir de pronto un nuevo mineral del espacio e investigarlo es un sentimiento abrumador"", asegura el responsable científico de la Colección de Meteoritos del Museo de Ciencias Naturales de Berlín, Ansgar Greshake.Actualmente se conocen unos 5.000 minerales y esa cifra aumenta despacio, porque cada año se describen menos de 50 nuevos.",Ciencia
"""Made in la Luna"": descubren cómo convertir polvo lunar en oxígeno y metal",El hallazgo podría abrir la puerta a una amplia gama de productos fabricados en el satélite,"Un equipo de científicos de Alemania, Estados Unidos y España descubrió cómo convertir oxígeno y metales a partir de polvo lunar con un proceso denominado ROXY (acrónimo de ""regolito a oxígeno""). Confían en que podría revolucionar la exploración espacial humana.",Ciencia
NASA pospuso el primer vuelo tripulado a la Estación Espacial,La nueva fecha del lanzamiento es el 14 de noviembre,"La NASA y SpaceX pospusieron una vez más el primer vuelo con astronautas de la nave espacial ""SpaceX Crew Dragon-1"" (o Crew 1) y el cohete Falcon 9 a la Estación Espacial Internacional. Estaba planificado para el 31 de octubre pero finalmente despegará el 14 de noviembre. ",Ciencia
Investigadores descubrieron un nuevo órgano en la garganta ,"Fueron denominadas ""glándulas tubarias"" ","Luego de cientos de años de estudio de la anatomía humana, se creía que no existía una parte del cuerpo que no hubiera sido analizada y nombrada, sin embargo estudios recientes dieron cuenta de un órgano ubicado en la garganta del cual no existen registros anteriores.",Ciencia
"La llegada de la NASA a Bennu: paso a paso, la misión de OSIRIS-REx en el asteroide","El procedimimento, altamente complejo, duró más de cuatro horas","La misión de la nave OSIRIS-REx (Origins, Spectral Interpretation, Resource Identification and Security - Regolith Explorer) para recolectar material de la superficie de Bennu fue altamente compleja y riesgosa. Frente a los desafíos que representa descender en un asteroide plagado de rocas del tamaño de un edificio, que además expulsa partículas que vuelven a caer como lluvia sobre su superficie, la NASA diagramó un procedimiento que duró cuatro horas y media. ",Ciencia
La increíble foto del Sol y la Luna que tomó la NASA  ,La imagen fue captada por la misión espacial Observatorio de Dinámica Solar,"La misión espacial Observatorio de Dinámica Solar (SDO) de la NASA captó una foto del tránsito lunar que se produjo el pasado 16 de octubre. En la foto se puede ver al Sol en todo su esplendor con la Luna delante, cubriendo cerca del 44% de superficie.",Ciencia
La llegada al asteroide Bennu en vivo: cómo y cuándo verla,Una nave de la NASA recogerá muestras que aportarán datos sobre el origen del Sistema Solar,"La NASA transmite este martes en vivo la llegada de la nave OSIRIS-REx (Origins, Spectral Interpretation, Resource Identification and Security - Regolith Explorer) a Bennu, el asteroide potencialmente más peligroso para la Tierra. La misión se llama “Touch-And-Go” y su objetivo es recolectar muestras del asteoride que podrían ayudar a los científicos a develar secretos sobre el origen del Sistema Solar. El plan de la agencia espacial de Estados Unidos es que la sonda toque rápidamente la superficie de Bennu con su brazo articulado, tome grava y polvo, y luego retome su misión orbital.",Ciencia
