,Unnamed: 0.1,Unnamed: 0,titulo,subtitulo,primer_parrafo,seccion,all_text
409,409.0,178.0,"Leandro Paredes habló de todo: el pelotazo a los neerlandeses, qué pensó en el penal con Francia y cómo llegó al Mundial",A un mes de Qatar 2022,"Leandro Paredes, jugador de la Juventus de Italia y de la Selección Argentina, aseguró este miércoles que nunca pensó que perderían la final del mundo contra Francia en Qatar, a un mes de la histórica consagración del fútbol argentino.",Deportes,"Leandro Paredes habló de todo: el pelotazo a los neerlandeses, qué pensó en el penal con Francia y cómo llegó al Mundial A un mes de Qatar 2022 Leandro Paredes, jugador de la Juventus de Italia y de la Selección Argentina, aseguró este miércoles que nunca pensó que perderían la final del mundo contra Francia en Qatar, a un mes de la histórica consagración del fútbol argentino."
410,410.0,179.0,Cerúndolo sigue en carrera en el Abierto de Australia,Podoroska y Etcheverry perdieron y quedaron eliminados,"El argentino Francisco Cerúndolo logró uno de los triunfos más imporantes de su joven carrera al avanzar este miércoles por primera vez a la tercera ronda del Abierto de Australia, gracias a la victoria por 3-6, 6-4, 6-2 y 7-5 al francés Corentin Moutet (51). El tenista porteño, de 24 años, logró el pase a la próxima instancia tras un encuentro que duró tres horas y 11 minutos.",Deportes,"Cerúndolo sigue en carrera en el Abierto de Australia Podoroska y Etcheverry perdieron y quedaron eliminados El argentino Francisco Cerúndolo logró uno de los triunfos más imporantes de su joven carrera al avanzar este miércoles por primera vez a la tercera ronda del Abierto de Australia, gracias a la victoria por 3-6, 6-4, 6-2 y 7-5 al francés Corentin Moutet (51). El tenista porteño, de 24 años, logró el pase a la próxima instancia tras un encuentro que duró tres horas y 11 minutos."
411,411.0,180.0,El TAS rechazó la apelación y Campazzo no podrá jugar la Euroliga hasta marzo,El Tribunal arbitral desestimó el pedido del Estrella Roja,"El base argentino Facundo Campazzo no jugará finalmente la Euroliga de básquetbol tras el fallo de este miércoles del Tribunal Arbitral del Deporte (TAS), que rechazó el pedido de Estrella Roja de Serbia. El club serbio tiene prohibido incorporar nuevos nombres por incumplir con las reglas del Fair Play financiero aunque tiene tiempo hasta el 23 de enero para presentar la última apelación contra el Panel Financiero de la Euroliga.",Deportes,"El TAS rechazó la apelación y Campazzo no podrá jugar la Euroliga hasta marzo El Tribunal arbitral desestimó el pedido del Estrella Roja El base argentino Facundo Campazzo no jugará finalmente la Euroliga de básquetbol tras el fallo de este miércoles del Tribunal Arbitral del Deporte (TAS), que rechazó el pedido de Estrella Roja de Serbia. El club serbio tiene prohibido incorporar nuevos nombres por incumplir con las reglas del Fair Play financiero aunque tiene tiempo hasta el 23 de enero para presentar la última apelación contra el Panel Financiero de la Euroliga."
412,412.0,181.0,Los Gladiadores van ante Alemania en el Mundial,El equipo argentino juega este jueves desde las 14 ante los germanos,"Después de superar una situación límite, Los Gladiadores continuarán este jueves desde las 14:00 su aventura por el Mundial de handball cuando se midan ante Alemania, ganador del Grupo E, en un duelo de la segunda ronda del certamen que se disputa en Polonia y Suecia.",Deportes,"Los Gladiadores van ante Alemania en el Mundial El equipo argentino juega este jueves desde las 14 ante los germanos Después de superar una situación límite, Los Gladiadores continuarán este jueves desde las 14:00 su aventura por el Mundial de handball cuando se midan ante Alemania, ganador del Grupo E, en un duelo de la segunda ronda del certamen que se disputa en Polonia y Suecia."
413,413.0,182.0,Messi vs Cristiano Ronaldo: así está su historial mano a mano,"Se enfrentan este jueves en Arabia Saudita, con Marcelo Gallardo de testigo","Lionel Messi volverá a encontrase con Cristiano Ronaldo en una cancha este jueves en el marco de un amistoso entre el París Saint-Germain y un combinado de estrellas de la liga de Arabia Saudita, donde milita el portugués.",Deportes,"Messi vs Cristiano Ronaldo: así está su historial mano a mano Se enfrentan este jueves en Arabia Saudita, con Marcelo Gallardo de testigo Lionel Messi volverá a encontrase con Cristiano Ronaldo en una cancha este jueves en el marco de un amistoso entre el París Saint-Germain y un combinado de estrellas de la liga de Arabia Saudita, donde milita el portugués."
414,414.0,183.0,Supercopa Internacional: Boca y Racing se preparan en Abu Dhabi,Se juega el viernes a las 12:30,"Boca y Racing completaron su segunda jornada de entrenamientos en Abu Dhabi, la capital de los Emiratos Árabes Unidos, donde este viernes a las 12.30 (hora argentina) disputarán la final por la Supercopa Internacional en el estadio Hazza Bin Zayed.",Deportes,"Supercopa Internacional: Boca y Racing se preparan en Abu Dhabi Se juega el viernes a las 12:30 Boca y Racing completaron su segunda jornada de entrenamientos en Abu Dhabi, la capital de los Emiratos Árabes Unidos, donde este viernes a las 12.30 (hora argentina) disputarán la final por la Supercopa Internacional en el estadio Hazza Bin Zayed."
415,415.0,184.0,Golazo espectacular de Lautaro Martínez en el 3-0 del Inter al Milan,Por la Supercopa de Italia,"La versión campeón mundial de Lautaro Martínez viene siendo imparable y este miércoles el bahiense volvió a dar cátedra en el triunfo 3 a 0 del Inter sobre el Milan, nada menos que en la final de la Supercopa de Italia.",Deportes,"Golazo espectacular de Lautaro Martínez en el 3-0 del Inter al Milan Por la Supercopa de Italia La versión campeón mundial de Lautaro Martínez viene siendo imparable y este miércoles el bahiense volvió a dar cátedra en el triunfo 3 a 0 del Inter sobre el Milan, nada menos que en la final de la Supercopa de Italia."
416,416.0,185.0,"Rafael Nadal se lesionó, perdió y quedó eliminado del Abierto de Australia",Fue derrotado por Mackenzie McDonald en segunda ronda,"El español Rafael Nadal quedó eliminado en la segunda ronda del Abierto de Australia. El número 1 del mundo sufrió una lesión en la parte superior de la pierna izquierda tras intentar alcanzar un revés defensivo en el último tramo del segundo set y perdió 6-4, 6-4 y 7-5 en frente al estadounidense Mackenzie McDonald.",Deportes,"Rafael Nadal se lesionó, perdió y quedó eliminado del Abierto de Australia Fue derrotado por Mackenzie McDonald en segunda ronda El español Rafael Nadal quedó eliminado en la segunda ronda del Abierto de Australia. El número 1 del mundo sufrió una lesión en la parte superior de la pierna izquierda tras intentar alcanzar un revés defensivo en el último tramo del segundo set y perdió 6-4, 6-4 y 7-5 en frente al estadounidense Mackenzie McDonald."
417,417.0,186.0,Una hinchada mundial: los videos que demuestran que el aliento argentino es el mejor,"Argentina, campeón del mundo","Este miércoles se cumple exactamente un mes de aquel domingo 18 de diciembre de 2022, en que la Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. Además de las imágenes del capital Lionel Messi alzando el reconocido trofeo consagratorio, los videos y fotos de la hinchada argentina dieron la vuelta el mundo.",Deportes,"Una hinchada mundial: los videos que demuestran que el aliento argentino es el mejor Argentina, campeón del mundo Este miércoles se cumple exactamente un mes de aquel domingo 18 de diciembre de 2022, en que la Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. Además de las imágenes del capital Lionel Messi alzando el reconocido trofeo consagratorio, los videos y fotos de la hinchada argentina dieron la vuelta el mundo."
418,418.0,187.0,"A un mes de la Copa: anécdotas, perlitas y los mejores momentos de Argentina en Qatar","Desde el ""¿qué mirás bobo?"" de Messi hasta las lágrimas de Scaloni","El Mundial Qatar 2022 ganado por la selección argentina, del que este miércoles se cumple exactamente un mes, dejó momentos memorables para los apasionados del deporte. Entre las perlitas que se dieron durante toda la Copa del Mundo se destacan la famosa frase maradoneana de Lionel Messi con su “¿qué mirás bobo?”, las lágrimas de Lionel Scaloni tras el penal convertido por Gonzalo Montiel en la final, las recordadas camisetas de cábala de Antonela Roccuzzo y el himno nacional argentino cantado por Lali en el choque definitivo ante Francia.",Deportes,"A un mes de la Copa: anécdotas, perlitas y los mejores momentos de Argentina en Qatar Desde el ""¿qué mirás bobo?"" de Messi hasta las lágrimas de Scaloni El Mundial Qatar 2022 ganado por la selección argentina, del que este miércoles se cumple exactamente un mes, dejó momentos memorables para los apasionados del deporte. Entre las perlitas que se dieron durante toda la Copa del Mundo se destacan la famosa frase maradoneana de Lionel Messi con su “¿qué mirás bobo?”, las lágrimas de Lionel Scaloni tras el penal convertido por Gonzalo Montiel en la final, las recordadas camisetas de cábala de Antonela Roccuzzo y el himno nacional argentino cantado por Lali en el choque definitivo ante Francia."
419,419.0,188.0,"""Ya ganamos la tercera"": a un mes de levantar la Copa, todos los goles de Argentina en el Mundial de Qatar",El camino al triunfo,"El domingo 18 de diciembre de 2022 quedará grabado en la memoria colectiva de los argentinos para siempre. Luego de un mes de estrés, angustias, cábalas, rezos y promesas, los dirigidos por Lionel Scaloni, lograron la consagración en el Mundial Qatar 2022, cumplieron el sueño de 47 millones de argentinos y el deseo de su capitán, Lionel Messi, quien repetía que había obtenido todo, pero le faltaba ""salir campeón con la selección"". ",Deportes,"""Ya ganamos la tercera"": a un mes de levantar la Copa, todos los goles de Argentina en el Mundial de Qatar El camino al triunfo El domingo 18 de diciembre de 2022 quedará grabado en la memoria colectiva de los argentinos para siempre. Luego de un mes de estrés, angustias, cábalas, rezos y promesas, los dirigidos por Lionel Scaloni, lograron la consagración en el Mundial Qatar 2022, cumplieron el sueño de 47 millones de argentinos y el deseo de su capitán, Lionel Messi, quien repetía que había obtenido todo, pero le faltaba ""salir campeón con la selección"". "
420,420.0,189.0,"A un mes de la final Argentina vs Francia: el recorrido de la Selección, los récords de Messi en Qatar y un festejo histórico en el Obelisco",Mundial Qatar 2022,"Hace exactamente un mes, el domingo 18 de diciembre de 2022, Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. La sonrisa de Lionel Messi fue la de los 47 millones de argentinos que, después de un recorrido agónico hacia la final del Mundial Qatar 2022, en el que la Selección comenzó con el pie izquierdo y se enfrentó a momentos de alta tensión, protagonizaron los festejos más multitudinarios de la historia del país tras la victoria por penales ante Francia en la final.",Deportes,"A un mes de la final Argentina vs Francia: el recorrido de la Selección, los récords de Messi en Qatar y un festejo histórico en el Obelisco Mundial Qatar 2022 Hace exactamente un mes, el domingo 18 de diciembre de 2022, Argentina levantaba su tercera Copa del Mundo en el Estadio Lusail. La sonrisa de Lionel Messi fue la de los 47 millones de argentinos que, después de un recorrido agónico hacia la final del Mundial Qatar 2022, en el que la Selección comenzó con el pie izquierdo y se enfrentó a momentos de alta tensión, protagonizaron los festejos más multitudinarios de la historia del país tras la victoria por penales ante Francia en la final."
421,421.0,190.0,"""Cuti"" Romero contó por qué le gritó el gol en la cara a Mbappé","El astro de Francia ""trató mal a Enzo Fernández"" durante la final del Mundial Qatar 2022","Cristian ""Cuti"" Romero, defensor del seleccionado argentino, reveló que le gritó el gol ""en la cara"" a Kylian Mbappé porque ""trató mal"" a Enzo Fernández durante la final del Mundial Qatar 2022.Al cumplirse un mes de la histórica definición de la Copa del Mundo, el cordobés contó el motivo del grito del tercer gol en la cara del delantero francés, autor de un triplete. ""Parece que siempre los argentinos somos los malos, pero me había dado mucha bronca porque Enzo fue a hablarle y (Mbappé) lo trató muy mal, me hizo enojar"", detalló el ""Cuti"" en una entrevista con la radio D Sports, para añadir: ""Justo hizo el gol Leo y me salió festejarle en la cara"".",Deportes,"""Cuti"" Romero contó por qué le gritó el gol en la cara a Mbappé El astro de Francia ""trató mal a Enzo Fernández"" durante la final del Mundial Qatar 2022 Cristian ""Cuti"" Romero, defensor del seleccionado argentino, reveló que le gritó el gol ""en la cara"" a Kylian Mbappé porque ""trató mal"" a Enzo Fernández durante la final del Mundial Qatar 2022.Al cumplirse un mes de la histórica definición de la Copa del Mundo, el cordobés contó el motivo del grito del tercer gol en la cara del delantero francés, autor de un triplete. ""Parece que siempre los argentinos somos los malos, pero me había dado mucha bronca porque Enzo fue a hablarle y (Mbappé) lo trató muy mal, me hizo enojar"", detalló el ""Cuti"" en una entrevista con la radio D Sports, para añadir: ""Justo hizo el gol Leo y me salió festejarle en la cara""."
422,422.0,191.0,Alegría para Schwartzman y show de Djokovic en el Abierto de Australia,Para avanzar a segunda ronda,"Diego Schwartzman, número 25 del ránking y argentino mejor ubicado en el mismo, no falló y avanzó en la madrugada de este martes a la segunda ronda del Abierto de Australia al vencer al ucraniano Oleksii Krutykh (188º) por 6-4, 6-7 (6), 6-3 y 7-6 (5).",Deportes,"Alegría para Schwartzman y show de Djokovic en el Abierto de Australia Para avanzar a segunda ronda Diego Schwartzman, número 25 del ránking y argentino mejor ubicado en el mismo, no falló y avanzó en la madrugada de este martes a la segunda ronda del Abierto de Australia al vencer al ucraniano Oleksii Krutykh (188º) por 6-4, 6-7 (6), 6-3 y 7-6 (5)."
423,423.0,192.0,Los inicios de Lionel Scaloni: cuando el DT campeón del mundo no tenía título,"Su historia con el club Son Caliu, de Mallorca","Lionel Scaloni ya quedó en la historia como entrenador de la Selección Argentina, aunque se conoce muy poco acerca de sus comienzos en esta función después de haberse retirado como jugador en junio de 2015. El oriundo de Pujato, Santa Fe, cerró su carrera futbolística en el Atalanta italiano, y antes había jugado por Europa en Deportivo La Coruña, Racing de Santander y Mallorca de España, Lazio de Italia y West Ham de Inglaterra.",Deportes,"Los inicios de Lionel Scaloni: cuando el DT campeón del mundo no tenía título Su historia con el club Son Caliu, de Mallorca Lionel Scaloni ya quedó en la historia como entrenador de la Selección Argentina, aunque se conoce muy poco acerca de sus comienzos en esta función después de haberse retirado como jugador en junio de 2015. El oriundo de Pujato, Santa Fe, cerró su carrera futbolística en el Atalanta italiano, y antes había jugado por Europa en Deportivo La Coruña, Racing de Santander y Mallorca de España, Lazio de Italia y West Ham de Inglaterra."
424,424.0,193.0,Mundial de Handball: Los Gladiadores avanzaron a la segunda ronda ,Vencieron 35 a 26 a Macedonia del Norte por la tercera fecha del Grupo F,"El seleccionado argentino masculino de handball, Los Gladiadores, venció a Macedonia del Norte por 35 a 26, en un partido correspondiente a la tercera fecha del Grupo F del Mundial de Polonia y Suecia, y avanzó a la segunda ronda del certamen. Las principales figuras del conjunto argentino fueron Diego Simonet, con ocho tantos en nueve intentos, y Federico Pizarro, con cinco goles en seis tiros.El primer tiempo de Argentina rozó la perfección, con un gran planteo y mejor ejecución de Los Gladiadores. La táctica resultó clave para frenar a un rival de mayor talla física, pero de menor entrega técnica. De esta manera y a pesar de sufrir dos expulsiones, el seleccionado nacional terminó al frente 18 a 11 y con la ilusión intacta de continuar en carrera, luego de las dos derrotas iniciales ante Países Bajos y Noruega.",Deportes,"Mundial de Handball: Los Gladiadores avanzaron a la segunda ronda  Vencieron 35 a 26 a Macedonia del Norte por la tercera fecha del Grupo F El seleccionado argentino masculino de handball, Los Gladiadores, venció a Macedonia del Norte por 35 a 26, en un partido correspondiente a la tercera fecha del Grupo F del Mundial de Polonia y Suecia, y avanzó a la segunda ronda del certamen. Las principales figuras del conjunto argentino fueron Diego Simonet, con ocho tantos en nueve intentos, y Federico Pizarro, con cinco goles en seis tiros.El primer tiempo de Argentina rozó la perfección, con un gran planteo y mejor ejecución de Los Gladiadores. La táctica resultó clave para frenar a un rival de mayor talla física, pero de menor entrega técnica. De esta manera y a pesar de sufrir dos expulsiones, el seleccionado nacional terminó al frente 18 a 11 y con la ilusión intacta de continuar en carrera, luego de las dos derrotas iniciales ante Países Bajos y Noruega."
425,425.0,194.0,El presidente de Boca pidió perdón a un jugador por la guerra de la Triple Alianza,Jorge Amor Ameal y un revisionismo histórico en la presentación de Bruno Valdez,"El presidente de Boca, Jorge Amor Ameal, le dio la bienvenida al nuevo refuerzo xeneize, el defensor paraguayo Bruno Valdez. Y lo hizo de una manera curiosa, con una alusión al vínculo histórico más oscuro entre la Argentina y Paraguay: la guerra de la Triple Alianza. ",Deportes,"El presidente de Boca pidió perdón a un jugador por la guerra de la Triple Alianza Jorge Amor Ameal y un revisionismo histórico en la presentación de Bruno Valdez El presidente de Boca, Jorge Amor Ameal, le dio la bienvenida al nuevo refuerzo xeneize, el defensor paraguayo Bruno Valdez. Y lo hizo de una manera curiosa, con una alusión al vínculo histórico más oscuro entre la Argentina y Paraguay: la guerra de la Triple Alianza. "
426,426.0,195.0,"Abierto de Australia: hora y rival hoy para Podoroska, Cerúndolo y Etcheverry",Argentinos en el primer Grand Slam del año,"En la noche de este martes y la madrugada de este miércoles, los argentinos Tomás Etcheverry, Francisco Cerúndolo y Nadia Podoroska irán en busca de meterse en la tercera ronda del Abierto de Australia. Diego Schwartzman y Federico Coria, como pareja, y Sebastián Báez y Horacio Zeballos competirán en el cuadro de dobles. ¿A qué hora juegan y contra qué rivales?",Deportes,"Abierto de Australia: hora y rival hoy para Podoroska, Cerúndolo y Etcheverry Argentinos en el primer Grand Slam del año En la noche de este martes y la madrugada de este miércoles, los argentinos Tomás Etcheverry, Francisco Cerúndolo y Nadia Podoroska irán en busca de meterse en la tercera ronda del Abierto de Australia. Diego Schwartzman y Federico Coria, como pareja, y Sebastián Báez y Horacio Zeballos competirán en el cuadro de dobles. ¿A qué hora juegan y contra qué rivales?"
427,427.0,196.0,Un mercado en el que nadie compra,nan,"El fùtbol argentino celebrará este miércoles el primer mes de la histórica consagración mundialista en Qatar. Pero ese hito inolvidable no podrá cambiar con un simple chasquido de dedos, situaciones que vienen desde hace bastante tiempo atrás y cuya resolución, en muchos casos, excede al mismo fútbol. Después del Mundial, el largo brazo de Claudio ""Chiqui"" Tapia, el presidente de la AFA, llega más lejos que antes. Pero no alcanza para mejorar las condiciones económicas sumamente desfavorables bajo las cuales se desarrolla la actividad local.",Deportes,"Un mercado en el que nadie compra nan El fùtbol argentino celebrará este miércoles el primer mes de la histórica consagración mundialista en Qatar. Pero ese hito inolvidable no podrá cambiar con un simple chasquido de dedos, situaciones que vienen desde hace bastante tiempo atrás y cuya resolución, en muchos casos, excede al mismo fútbol. Después del Mundial, el largo brazo de Claudio ""Chiqui"" Tapia, el presidente de la AFA, llega más lejos que antes. Pero no alcanza para mejorar las condiciones económicas sumamente desfavorables bajo las cuales se desarrolla la actividad local."
428,428.0,197.0,La Selección Argentina se juega todo en el Mundial de handball,"Este martes vs Macedonia del Norte, por la clasificación","La Selección Argentina de handball, conocida como Los Gladiadores, buscará este martes el pasaje a segunda fase del Mundial de Polonia y Suecia 2023 cuando se enfrente a Macedonia del Norte, desde las 14 (hora argentina) en Cracovia y con televisación de TyC Sports.",Deportes,"La Selección Argentina se juega todo en el Mundial de handball Este martes vs Macedonia del Norte, por la clasificación La Selección Argentina de handball, conocida como Los Gladiadores, buscará este martes el pasaje a segunda fase del Mundial de Polonia y Suecia 2023 cuando se enfrente a Macedonia del Norte, desde las 14 (hora argentina) en Cracovia y con televisación de TyC Sports."
429,429.0,198.0,"River vs Vasco da Gama, a qué hora y cómo ver el amistoso",El club carioca viene de ascender al Brasileirao y vender a su crack,"El River de Martín Demichelis cerrará este martes su gira amistosa por Estados Unidos cuando enfrente a Vasco da Gama de Brasil, luego de los triunfos ante Monterrey de México y Millonarios de Colombia.",Deportes,"River vs Vasco da Gama, a qué hora y cómo ver el amistoso El club carioca viene de ascender al Brasileirao y vender a su crack El River de Martín Demichelis cerrará este martes su gira amistosa por Estados Unidos cuando enfrente a Vasco da Gama de Brasil, luego de los triunfos ante Monterrey de México y Millonarios de Colombia."
430,430.0,199.0,LeBron James hace historia en la NBA pero sufre a sus compañeros,Alcanzó los 38 mil puntos en su carrera en una derrota con final alocado,"LeBron James llegó a los 38.000 puntos anotados en la NBA y se convirtió en el segundo jugador de la historia en lograrlo, uniéndose al mítico Kareem Abdul-Jabbar.",Deportes,"LeBron James hace historia en la NBA pero sufre a sus compañeros Alcanzó los 38 mil puntos en su carrera en una derrota con final alocado LeBron James llegó a los 38.000 puntos anotados en la NBA y se convirtió en el segundo jugador de la historia en lograrlo, uniéndose al mítico Kareem Abdul-Jabbar."
431,431.0,200.0,Boca: Almendra cerró con Rayo Vallecano y se irá libre el 1 de julio,El volante ya firmó un precontrato con el club español,"El mediocampista Agustín Almendra firmó este lunes un precontrato con el Rayo Vallecano de España y se irá libre de Boca a mediados de año, al igual que el arquero Agustín Rossi, quien actuó de la misma manera para ser jugador del Flamengo de Brasil. ",Deportes,"Boca: Almendra cerró con Rayo Vallecano y se irá libre el 1 de julio El volante ya firmó un precontrato con el club español El mediocampista Agustín Almendra firmó este lunes un precontrato con el Rayo Vallecano de España y se irá libre de Boca a mediados de año, al igual que el arquero Agustín Rossi, quien actuó de la misma manera para ser jugador del Flamengo de Brasil. "
432,432.0,201.0,"La FIFA y Gianni Infantino, denunciados por LaLiga de España",Demanda ante el TAS por el nuevo formato del Mundial de Clubes,"Tal como lo advirtió en diciembre pasado, la Liga de España presentó una denuncia contra la FIFA ante el Tribunal de Arbitraje Deportivo (TAS), debido al conflicto que surgió cuando Gianni Infantino comunicó que modificaría la forma de competencia del torneo que reúne a los campeones de los distintos continentes desde 2025, ya que se reorganizaría con 32 equipos, más partidos y cada cuatro años, como si fuera un Mundial de selecciones.",Deportes,"La FIFA y Gianni Infantino, denunciados por LaLiga de España Demanda ante el TAS por el nuevo formato del Mundial de Clubes Tal como lo advirtió en diciembre pasado, la Liga de España presentó una denuncia contra la FIFA ante el Tribunal de Arbitraje Deportivo (TAS), debido al conflicto que surgió cuando Gianni Infantino comunicó que modificaría la forma de competencia del torneo que reúne a los campeones de los distintos continentes desde 2025, ya que se reorganizaría con 32 equipos, más partidos y cada cuatro años, como si fuera un Mundial de selecciones."
433,433.0,202.0,Ucrania recibirá unos 25 millones de euros del Shakhtar Donetsk,"La donación será para los soldados, a partir de la venta de Mykhailo Mudryk al Chelsea","Shakhtar Donetsk anunció este lunes que donará 25 millones de euros a los soldados de Ucrania tras la venta de su estrella, Mykhailo Mudryk, al Chelsea de Inglaterra.",Deportes,"Ucrania recibirá unos 25 millones de euros del Shakhtar Donetsk La donación será para los soldados, a partir de la venta de Mykhailo Mudryk al Chelsea Shakhtar Donetsk anunció este lunes que donará 25 millones de euros a los soldados de Ucrania tras la venta de su estrella, Mykhailo Mudryk, al Chelsea de Inglaterra."
434,434.0,203.0,"Victorias de Podoroska, Cerúndolo y Etcheverry en el Abierto de Australia",Nadal debutó con un triunfo muy esforzado,"Los tenistas argentinos Francisco Cerúndolo, Tomás Etcheverry y Nadia Podoroska superaron este lunes la primera ronda del Abierto de Australia, donde el campeón defensor, el español Rafael Nadal, pasó momentos de incomodidad para ganarle en su debut a un joven británico en el estadio central Rod Laver Arena.",Deportes,"Victorias de Podoroska, Cerúndolo y Etcheverry en el Abierto de Australia Nadal debutó con un triunfo muy esforzado Los tenistas argentinos Francisco Cerúndolo, Tomás Etcheverry y Nadia Podoroska superaron este lunes la primera ronda del Abierto de Australia, donde el campeón defensor, el español Rafael Nadal, pasó momentos de incomodidad para ganarle en su debut a un joven británico en el estadio central Rod Laver Arena."
435,435.0,204.0,El paraguayo Bruno Valdez será el primer refuerzo de Boca,El defensor llegó libre del América de México y firmará por tres años,"Hugo Ibarra ya tiene el primer refuerzo para la nueva etapa de su Boca. El defensor paraguayo Bruno Valdez, de último paso por el América de México, se realizó este lunes la revisión médica y se convirtió oficialmente en nuevo jugador xeneize.",Deportes,"El paraguayo Bruno Valdez será el primer refuerzo de Boca El defensor llegó libre del América de México y firmará por tres años Hugo Ibarra ya tiene el primer refuerzo para la nueva etapa de su Boca. El defensor paraguayo Bruno Valdez, de último paso por el América de México, se realizó este lunes la revisión médica y se convirtió oficialmente en nuevo jugador xeneize."
436,436.0,205.0,"Los Leones, a punto de dar el batacazo pero se tuvieron que conformar con el empate",Argentina igualó 3-3 con Australia en el Mundial de hockey,"Los Leones estuvieron a dos minutos de conseguir un impacto grande, pero se tuvieron que conformar con un empate 3-3 ante Australia, número 1 del ranking de la Federación Internacional de hockey sobre césped, en un duelo por demás cambiante de la segunda fecha del Grupo A del Mundial India 2023.",Deportes,"Los Leones, a punto de dar el batacazo pero se tuvieron que conformar con el empate Argentina igualó 3-3 con Australia en el Mundial de hockey Los Leones estuvieron a dos minutos de conseguir un impacto grande, pero se tuvieron que conformar con un empate 3-3 ante Australia, número 1 del ranking de la Federación Internacional de hockey sobre césped, en un duelo por demás cambiante de la segunda fecha del Grupo A del Mundial India 2023."
437,437.0,206.0,Germán Pezzella se tatuó la letra del himno nacional con un llamativo error gramatical,"""Oh juremos""","""Coronados de gloria vivamos. O juremos con gloria morir"". Esa estrofa es, quizás, la parte del himno nacional que se cantó con mayor efervecencia durante el último Mundial de fútbol. Por eso no extrañó que Germán Pezzella, integrante del inolvidable equipo de Lionel Scaloni, haya decidido destacar aquella letra para inmortalizarla en su espalda, junto con el dibujo de la Copa del Mundo. El detalle radica en que en el tatuaje ¿optó? por modificar parte de la letra, al incluir la exclamación ""oh"" seguido de juremos en vez de ""o juremos"". ",Deportes,"Germán Pezzella se tatuó la letra del himno nacional con un llamativo error gramatical ""Oh juremos"" ""Coronados de gloria vivamos. O juremos con gloria morir"". Esa estrofa es, quizás, la parte del himno nacional que se cantó con mayor efervecencia durante el último Mundial de fútbol. Por eso no extrañó que Germán Pezzella, integrante del inolvidable equipo de Lionel Scaloni, haya decidido destacar aquella letra para inmortalizarla en su espalda, junto con el dibujo de la Copa del Mundo. El detalle radica en que en el tatuaje ¿optó? por modificar parte de la letra, al incluir la exclamación ""oh"" seguido de juremos en vez de ""o juremos"". "
438,438.0,207.0,"¿A qué hora y contra quién juegan Schwartzman, Bagnis y Cachín en el Abierto de Australia?",Los argentinos debutan en el primer Grand Slam de 2023,"Tras las victorias de Nadia Podoroska, Tomás Etcheverry, Facundo Cerúndolo —ante su compatriota Guido Pella— y las derrotas de Federico Coria y Sebastián Báez, llegó el turno del debut para Diego Schwartzman, Facundo Bagnis y Pedro Cachín en el Abierto de Australia: ¿cuándo y contra quién juegan?",Deportes,"¿A qué hora y contra quién juegan Schwartzman, Bagnis y Cachín en el Abierto de Australia? Los argentinos debutan en el primer Grand Slam de 2023 Tras las victorias de Nadia Podoroska, Tomás Etcheverry, Facundo Cerúndolo —ante su compatriota Guido Pella— y las derrotas de Federico Coria y Sebastián Báez, llegó el turno del debut para Diego Schwartzman, Facundo Bagnis y Pedro Cachín en el Abierto de Australia: ¿cuándo y contra quién juegan?"
439,439.0,208.0,"El Sankt Pauli: fútbol, punk y lucha contra la homofobia","El club alemán, un ícono antisistema","“Soy tan fiel a mi club como infiel a mis amantes”. Así se presentó en sociedad Cornelius Littmann tras ganar las elecciones presidenciales del Fußball Club Sankt Pauli, de Hamburgo, Alemania, con el 78 por ciento de los votos. Estamos en 2003. Littman se acaba de convertir en el primer presidente de un club de fútbol alemán que se declara homosexual. Tiene apenas 50 años. Es un empresario del mundo del espectáculo. Sankt Pauli está endeudado, a punto de desaparecer. Littmann consigue los fondos para salvarlo. Pero su gestión se contradice con los hinchas. Harto de las polémicas, renunciaría al cargo en 2007, pero al final se quedaría hasta 2010, cuando dejó al primer equipo -un eterno del Ascenso- en la Bundesliga. Su imagen cool no le garantiza el éxito pero al principio lo ayuda. Estamos hablando de tiempos aún conservadores para el ambiente machista del fútbol. ¿Un homosexual dirigiendo a un club de fútbol? Pero también estamos hablando del Sankt Pauli, que no es un club cualquiera.",Deportes,"El Sankt Pauli: fútbol, punk y lucha contra la homofobia El club alemán, un ícono antisistema “Soy tan fiel a mi club como infiel a mis amantes”. Así se presentó en sociedad Cornelius Littmann tras ganar las elecciones presidenciales del Fußball Club Sankt Pauli, de Hamburgo, Alemania, con el 78 por ciento de los votos. Estamos en 2003. Littman se acaba de convertir en el primer presidente de un club de fútbol alemán que se declara homosexual. Tiene apenas 50 años. Es un empresario del mundo del espectáculo. Sankt Pauli está endeudado, a punto de desaparecer. Littmann consigue los fondos para salvarlo. Pero su gestión se contradice con los hinchas. Harto de las polémicas, renunciaría al cargo en 2007, pero al final se quedaría hasta 2010, cuando dejó al primer equipo -un eterno del Ascenso- en la Bundesliga. Su imagen cool no le garantiza el éxito pero al principio lo ayuda. Estamos hablando de tiempos aún conservadores para el ambiente machista del fútbol. ¿Un homosexual dirigiendo a un club de fútbol? Pero también estamos hablando del Sankt Pauli, que no es un club cualquiera."
